country;total_vaccinations;Date;vaccine
France;75941230;28/09/2021;Pfizer/BioNTech
France;7821257;28/09/2021;Oxford/AstraZeneca
France;10395784;28/09/2021;Moderna
France;1069706;28/09/2021;Johnson&Johnson
France;75817818;27/09/2021;Pfizer/BioNTech
France;7820943;27/09/2021;Oxford/AstraZeneca
France;10353240;27/09/2021;Moderna
France;1069386;27/09/2021;Johnson&Johnson
France;75687367;26/09/2021;Pfizer/BioNTech
France;7820612;26/09/2021;Oxford/AstraZeneca
France;10326193;26/09/2021;Moderna
France;1069116;26/09/2021;Johnson&Johnson
France;75666034;25/09/2021;Pfizer/BioNTech
France;7820541;25/09/2021;Oxford/AstraZeneca
France;10322057;25/09/2021;Moderna
France;1069043;25/09/2021;Johnson&Johnson
France;75529658;24/09/2021;Pfizer/BioNTech
France;7820354;24/09/2021;Oxford/AstraZeneca
France;10292125;24/09/2021;Moderna
France;1068752;24/09/2021;Johnson&Johnson
France;75359679;23/09/2021;Pfizer/BioNTech
France;7820003;23/09/2021;Oxford/AstraZeneca
France;10223362;23/09/2021;Moderna
France;1068331;23/09/2021;Johnson&Johnson
France;75210686;22/09/2021;Pfizer/BioNTech
France;7819685;22/09/2021;Oxford/AstraZeneca
France;10175900;22/09/2021;Moderna
France;1067845;22/09/2021;Johnson&Johnson
France;75003828;21/09/2021;Pfizer/BioNTech
France;7819388;21/09/2021;Oxford/AstraZeneca
France;10137453;21/09/2021;Moderna
France;1067451;21/09/2021;Johnson&Johnson
France;74845411;20/09/2021;Pfizer/BioNTech
France;7819038;20/09/2021;Oxford/AstraZeneca
France;10089744;20/09/2021;Moderna
France;1067020;20/09/2021;Johnson&Johnson
France;74687979;19/09/2021;Pfizer/BioNTech
France;7818751;19/09/2021;Oxford/AstraZeneca
France;10059596;19/09/2021;Moderna
France;1066560;19/09/2021;Johnson&Johnson
France;74658452;18/09/2021;Pfizer/BioNTech
France;7818690;18/09/2021;Oxford/AstraZeneca
France;10055380;18/09/2021;Moderna
France;1066377;18/09/2021;Johnson&Johnson
France;74490438;17/09/2021;Pfizer/BioNTech
France;7818477;17/09/2021;Oxford/AstraZeneca
France;10020804;17/09/2021;Moderna
France;1065913;17/09/2021;Johnson&Johnson
France;74283007;16/09/2021;Pfizer/BioNTech
France;7818074;16/09/2021;Oxford/AstraZeneca
France;9944046;16/09/2021;Moderna
France;1065002;16/09/2021;Johnson&Johnson
France;74101930;15/09/2021;Pfizer/BioNTech
France;7817669;15/09/2021;Oxford/AstraZeneca
France;9888487;15/09/2021;Moderna
France;1063884;15/09/2021;Johnson&Johnson
France;73852114;14/09/2021;Pfizer/BioNTech
France;7817347;14/09/2021;Oxford/AstraZeneca
France;9840133;14/09/2021;Moderna
France;1062770;14/09/2021;Johnson&Johnson
France;73651678;13/09/2021;Pfizer/BioNTech
France;7816981;13/09/2021;Oxford/AstraZeneca
France;9783703;13/09/2021;Moderna
France;1061270;13/09/2021;Johnson&Johnson
France;73457118;12/09/2021;Pfizer/BioNTech
France;7816578;12/09/2021;Oxford/AstraZeneca
France;9748132;12/09/2021;Moderna
France;1059941;12/09/2021;Johnson&Johnson
France;73414698;11/09/2021;Pfizer/BioNTech
France;7816492;11/09/2021;Oxford/AstraZeneca
France;9743234;11/09/2021;Moderna
France;1059770;11/09/2021;Johnson&Johnson
France;73206589;10/09/2021;Pfizer/BioNTech
France;7816183;10/09/2021;Oxford/AstraZeneca
France;9704850;10/09/2021;Moderna
France;1059025;10/09/2021;Johnson&Johnson
France;72958944;09/09/2021;Pfizer/BioNTech
France;7815657;09/09/2021;Oxford/AstraZeneca
France;9620290;09/09/2021;Moderna
France;1057479;09/09/2021;Johnson&Johnson
France;72752650;08/09/2021;Pfizer/BioNTech
France;7815162;08/09/2021;Oxford/AstraZeneca
France;9554464;08/09/2021;Moderna
France;1056070;08/09/2021;Johnson&Johnson
France;72481834;07/09/2021;Pfizer/BioNTech
France;7814677;07/09/2021;Oxford/AstraZeneca
France;9502586;07/09/2021;Moderna
France;1054764;07/09/2021;Johnson&Johnson
France;72255659;06/09/2021;Pfizer/BioNTech
France;7814067;06/09/2021;Oxford/AstraZeneca
France;9437417;06/09/2021;Moderna
France;1053076;06/09/2021;Johnson&Johnson
France;72014574;05/09/2021;Pfizer/BioNTech
France;7813547;05/09/2021;Oxford/AstraZeneca
France;9392889;05/09/2021;Moderna
France;1051314;05/09/2021;Johnson&Johnson
France;71950683;04/09/2021;Pfizer/BioNTech
France;7813422;04/09/2021;Oxford/AstraZeneca
France;9386749;04/09/2021;Moderna
France;1050884;04/09/2021;Johnson&Johnson
France;71678447;03/09/2021;Pfizer/BioNTech
France;7813070;03/09/2021;Oxford/AstraZeneca
France;9340815;03/09/2021;Moderna
France;1049497;03/09/2021;Johnson&Johnson
France;71341798;02/09/2021;Pfizer/BioNTech
France;7812349;02/09/2021;Oxford/AstraZeneca
France;9239959;02/09/2021;Moderna
France;1047097;02/09/2021;Johnson&Johnson
France;71035011;01/09/2021;Pfizer/BioNTech
France;7811592;01/09/2021;Oxford/AstraZeneca
France;9163929;01/09/2021;Moderna
France;1044764;01/09/2021;Johnson&Johnson
France;70657462;31/08/2021;Pfizer/BioNTech
France;7810991;31/08/2021;Oxford/AstraZeneca
France;9101228;31/08/2021;Moderna
France;1042655;31/08/2021;Johnson&Johnson
France;70273754;30/08/2021;Pfizer/BioNTech
France;7810142;30/08/2021;Oxford/AstraZeneca
France;9014769;30/08/2021;Moderna
France;1040163;30/08/2021;Johnson&Johnson
France;69886140;29/08/2021;Pfizer/BioNTech
France;7809449;29/08/2021;Oxford/AstraZeneca
France;8958218;29/08/2021;Moderna
France;1038139;29/08/2021;Johnson&Johnson
France;69783433;28/08/2021;Pfizer/BioNTech
France;7809190;28/08/2021;Oxford/AstraZeneca
France;8950484;28/08/2021;Moderna
France;1037745;28/08/2021;Johnson&Johnson
France;69490760;27/08/2021;Pfizer/BioNTech
France;7808721;27/08/2021;Oxford/AstraZeneca
France;8903920;27/08/2021;Moderna
France;1036014;27/08/2021;Johnson&Johnson
France;69059872;26/08/2021;Pfizer/BioNTech
France;7807574;26/08/2021;Oxford/AstraZeneca
France;8800888;26/08/2021;Moderna
France;1032384;26/08/2021;Johnson&Johnson
France;68665100;25/08/2021;Pfizer/BioNTech
France;7806521;25/08/2021;Oxford/AstraZeneca
France;8712392;25/08/2021;Moderna
France;1028666;25/08/2021;Johnson&Johnson
France;68235383;24/08/2021;Pfizer/BioNTech
France;7805532;24/08/2021;Oxford/AstraZeneca
France;8642796;24/08/2021;Moderna
France;1025114;24/08/2021;Johnson&Johnson
France;67787324;23/08/2021;Pfizer/BioNTech
France;7804431;23/08/2021;Oxford/AstraZeneca
France;8554601;23/08/2021;Moderna
France;1021363;23/08/2021;Johnson&Johnson
France;67346177;22/08/2021;Pfizer/BioNTech
France;7803345;22/08/2021;Oxford/AstraZeneca
France;8500080;22/08/2021;Moderna
France;1018432;22/08/2021;Johnson&Johnson
France;67234740;21/08/2021;Pfizer/BioNTech
France;7803119;21/08/2021;Oxford/AstraZeneca
France;8492834;21/08/2021;Moderna
France;1018030;21/08/2021;Johnson&Johnson
France;66936707;20/08/2021;Pfizer/BioNTech
France;7802437;20/08/2021;Oxford/AstraZeneca
France;8450317;20/08/2021;Moderna
France;1015705;20/08/2021;Johnson&Johnson
France;66486489;19/08/2021;Pfizer/BioNTech
France;7800621;19/08/2021;Oxford/AstraZeneca
France;8353915;19/08/2021;Moderna
France;1010482;19/08/2021;Johnson&Johnson
France;66058805;18/08/2021;Pfizer/BioNTech
France;7799014;18/08/2021;Oxford/AstraZeneca
France;8269669;18/08/2021;Moderna
France;1004975;18/08/2021;Johnson&Johnson
France;65609056;17/08/2021;Pfizer/BioNTech
France;7797441;17/08/2021;Oxford/AstraZeneca
France;8200849;17/08/2021;Moderna
France;999789;17/08/2021;Johnson&Johnson
France;65144516;16/08/2021;Pfizer/BioNTech
France;7795735;16/08/2021;Oxford/AstraZeneca
France;8118914;16/08/2021;Moderna
France;994163;16/08/2021;Johnson&Johnson
France;64696629;15/08/2021;Pfizer/BioNTech
France;7794510;15/08/2021;Oxford/AstraZeneca
France;8066516;15/08/2021;Moderna
France;990148;15/08/2021;Johnson&Johnson
France;64615682;14/08/2021;Pfizer/BioNTech
France;7794287;14/08/2021;Oxford/AstraZeneca
France;8058893;14/08/2021;Moderna
France;989376;14/08/2021;Johnson&Johnson
France;64318085;13/08/2021;Pfizer/BioNTech
France;7793194;13/08/2021;Oxford/AstraZeneca
France;8018033;13/08/2021;Moderna
France;985576;13/08/2021;Johnson&Johnson
France;63876672;12/08/2021;Pfizer/BioNTech
France;7790638;12/08/2021;Oxford/AstraZeneca
France;7938228;12/08/2021;Moderna
France;978017;12/08/2021;Johnson&Johnson
France;63414432;11/08/2021;Pfizer/BioNTech
France;7787718;11/08/2021;Oxford/AstraZeneca
France;7860459;11/08/2021;Moderna
France;969410;11/08/2021;Johnson&Johnson
France;62944664;10/08/2021;Pfizer/BioNTech
France;7784692;10/08/2021;Oxford/AstraZeneca
France;7799891;10/08/2021;Moderna
France;961451;10/08/2021;Johnson&Johnson
France;62449788;09/08/2021;Pfizer/BioNTech
France;7780430;09/08/2021;Oxford/AstraZeneca
France;7721248;09/08/2021;Moderna
France;952693;09/08/2021;Johnson&Johnson
France;61989668;08/08/2021;Pfizer/BioNTech
France;7777588;08/08/2021;Oxford/AstraZeneca
France;7670739;08/08/2021;Moderna
France;946346;08/08/2021;Johnson&Johnson
France;61861483;07/08/2021;Pfizer/BioNTech
France;7776914;07/08/2021;Oxford/AstraZeneca
France;7663218;07/08/2021;Moderna
France;945121;07/08/2021;Johnson&Johnson
France;61519469;06/08/2021;Pfizer/BioNTech
France;7774770;06/08/2021;Oxford/AstraZeneca
France;7620398;06/08/2021;Moderna
France;940013;06/08/2021;Johnson&Johnson
France;61002587;05/08/2021;Pfizer/BioNTech
France;7769490;05/08/2021;Oxford/AstraZeneca
France;7519707;05/08/2021;Moderna
France;929810;05/08/2021;Johnson&Johnson
France;60506561;04/08/2021;Pfizer/BioNTech
France;7765305;04/08/2021;Oxford/AstraZeneca
France;7433312;04/08/2021;Moderna
France;919970;04/08/2021;Johnson&Johnson
France;59993046;03/08/2021;Pfizer/BioNTech
France;7759945;03/08/2021;Oxford/AstraZeneca
France;7365709;03/08/2021;Moderna
France;910226;03/08/2021;Johnson&Johnson
France;59451183;02/08/2021;Pfizer/BioNTech
France;7751832;02/08/2021;Oxford/AstraZeneca
France;7281342;02/08/2021;Moderna
France;899408;02/08/2021;Johnson&Johnson
France;58939587;01/08/2021;Pfizer/BioNTech
France;7746237;01/08/2021;Oxford/AstraZeneca
France;7229190;01/08/2021;Moderna
France;891491;01/08/2021;Johnson&Johnson
France;58786642;31/07/2021;Pfizer/BioNTech
France;7745641;31/07/2021;Oxford/AstraZeneca
France;7221486;31/07/2021;Moderna
France;890588;31/07/2021;Johnson&Johnson
France;58377424;30/07/2021;Pfizer/BioNTech
France;7741478;30/07/2021;Oxford/AstraZeneca
France;7170465;30/07/2021;Moderna
France;883759;30/07/2021;Johnson&Johnson
France;57758189;29/07/2021;Pfizer/BioNTech
France;7722159;29/07/2021;Oxford/AstraZeneca
France;7058054;29/07/2021;Moderna
France;868244;29/07/2021;Johnson&Johnson
France;57122285;28/07/2021;Pfizer/BioNTech
France;7705117;28/07/2021;Oxford/AstraZeneca
France;6956656;28/07/2021;Moderna
France;854125;28/07/2021;Johnson&Johnson
France;56479167;27/07/2021;Pfizer/BioNTech
France;7691976;27/07/2021;Oxford/AstraZeneca
France;6874784;27/07/2021;Moderna
France;841189;27/07/2021;Johnson&Johnson
France;55823153;26/07/2021;Pfizer/BioNTech
France;7673799;26/07/2021;Oxford/AstraZeneca
France;6777632;26/07/2021;Moderna
France;826503;26/07/2021;Johnson&Johnson
France;55232405;25/07/2021;Pfizer/BioNTech
France;7662137;25/07/2021;Oxford/AstraZeneca
France;6718786;25/07/2021;Moderna
France;815463;25/07/2021;Johnson&Johnson
France;55043412;24/07/2021;Pfizer/BioNTech
France;7660573;24/07/2021;Oxford/AstraZeneca
France;6709383;24/07/2021;Moderna
France;814113;24/07/2021;Johnson&Johnson
France;54562736;23/07/2021;Pfizer/BioNTech
France;7652717;23/07/2021;Oxford/AstraZeneca
France;6651565;23/07/2021;Moderna
France;804810;23/07/2021;Johnson&Johnson
France;53869896;22/07/2021;Pfizer/BioNTech
France;7619938;22/07/2021;Oxford/AstraZeneca
France;6534031;22/07/2021;Moderna
France;784349;22/07/2021;Johnson&Johnson
France;53184565;21/07/2021;Pfizer/BioNTech
France;7590235;21/07/2021;Oxford/AstraZeneca
France;6436521;21/07/2021;Moderna
France;766075;21/07/2021;Johnson&Johnson
France;52496524;20/07/2021;Pfizer/BioNTech
France;7568815;20/07/2021;Oxford/AstraZeneca
France;6356402;20/07/2021;Moderna
France;750445;20/07/2021;Johnson&Johnson
France;51808601;19/07/2021;Pfizer/BioNTech
France;7539738;19/07/2021;Oxford/AstraZeneca
France;6259705;19/07/2021;Moderna
France;733097;19/07/2021;Johnson&Johnson
France;51189701;18/07/2021;Pfizer/BioNTech
France;7521208;18/07/2021;Oxford/AstraZeneca
France;6197945;18/07/2021;Moderna
France;720100;18/07/2021;Johnson&Johnson
France;50980157;17/07/2021;Pfizer/BioNTech
France;7518323;17/07/2021;Oxford/AstraZeneca
France;6186945;17/07/2021;Moderna
France;718746;17/07/2021;Johnson&Johnson
France;50480054;16/07/2021;Pfizer/BioNTech
France;7503505;16/07/2021;Oxford/AstraZeneca
France;6131330;16/07/2021;Moderna
France;708992;16/07/2021;Johnson&Johnson
France;49786948;15/07/2021;Pfizer/BioNTech
France;7461995;15/07/2021;Oxford/AstraZeneca
France;6011019;15/07/2021;Moderna
France;686105;15/07/2021;Johnson&Johnson
France;49080950;14/07/2021;Pfizer/BioNTech
France;7429304;14/07/2021;Oxford/AstraZeneca
France;5916616;14/07/2021;Moderna
France;667843;14/07/2021;Johnson&Johnson
France;48757341;13/07/2021;Pfizer/BioNTech
France;7426396;13/07/2021;Oxford/AstraZeneca
France;5906430;13/07/2021;Moderna
France;665549;13/07/2021;Johnson&Johnson
France;48082048;12/07/2021;Pfizer/BioNTech
France;7389924;12/07/2021;Oxford/AstraZeneca
France;5815941;12/07/2021;Moderna
France;651293;12/07/2021;Johnson&Johnson
France;47514075;11/07/2021;Pfizer/BioNTech
France;7365316;11/07/2021;Oxford/AstraZeneca
France;5765604;11/07/2021;Moderna
France;645397;11/07/2021;Johnson&Johnson
France;47353732;10/07/2021;Pfizer/BioNTech
France;7361875;10/07/2021;Oxford/AstraZeneca
France;5759451;10/07/2021;Moderna
France;644813;10/07/2021;Johnson&Johnson
France;46941988;09/07/2021;Pfizer/BioNTech
France;7336133;09/07/2021;Oxford/AstraZeneca
France;5712306;09/07/2021;Moderna
France;640163;09/07/2021;Johnson&Johnson
France;46363342;08/07/2021;Pfizer/BioNTech
France;7265950;08/07/2021;Oxford/AstraZeneca
France;5630755;08/07/2021;Moderna
France;629859;08/07/2021;Johnson&Johnson
France;45837166;07/07/2021;Pfizer/BioNTech
France;7204016;07/07/2021;Oxford/AstraZeneca
France;5570596;07/07/2021;Moderna
France;620605;07/07/2021;Johnson&Johnson
France;45282537;06/07/2021;Pfizer/BioNTech
France;7160021;06/07/2021;Oxford/AstraZeneca
France;5522395;06/07/2021;Moderna
France;613508;06/07/2021;Johnson&Johnson
France;44725207;05/07/2021;Pfizer/BioNTech
France;7102915;05/07/2021;Oxford/AstraZeneca
France;5471499;05/07/2021;Moderna
France;605764;05/07/2021;Johnson&Johnson
France;44214155;04/07/2021;Pfizer/BioNTech
France;7068342;04/07/2021;Oxford/AstraZeneca
France;5432870;04/07/2021;Moderna
France;600978;04/07/2021;Johnson&Johnson
France;44046342;03/07/2021;Pfizer/BioNTech
France;7063922;03/07/2021;Oxford/AstraZeneca
France;5407586;03/07/2021;Moderna
France;600288;03/07/2021;Johnson&Johnson
France;43640865;02/07/2021;Pfizer/BioNTech
France;7032102;02/07/2021;Oxford/AstraZeneca
France;5338249;02/07/2021;Moderna
France;595428;02/07/2021;Johnson&Johnson
France;43078410;01/07/2021;Pfizer/BioNTech
France;6940288;01/07/2021;Oxford/AstraZeneca
France;5251877;01/07/2021;Moderna
France;585963;01/07/2021;Johnson&Johnson
France;42543348;30/06/2021;Pfizer/BioNTech
France;6873397;30/06/2021;Oxford/AstraZeneca
France;5171294;30/06/2021;Moderna
France;577741;30/06/2021;Johnson&Johnson
France;41983307;29/06/2021;Pfizer/BioNTech
France;6827342;29/06/2021;Oxford/AstraZeneca
France;5096865;29/06/2021;Moderna
France;570995;29/06/2021;Johnson&Johnson
France;41436268;28/06/2021;Pfizer/BioNTech
France;6770266;28/06/2021;Oxford/AstraZeneca
France;5016970;28/06/2021;Moderna
France;563872;28/06/2021;Johnson&Johnson
France;40930474;27/06/2021;Pfizer/BioNTech
France;6739165;27/06/2021;Oxford/AstraZeneca
France;4949920;27/06/2021;Moderna
France;559043;27/06/2021;Johnson&Johnson
France;40755014;26/06/2021;Pfizer/BioNTech
France;6734986;26/06/2021;Oxford/AstraZeneca
France;4918011;26/06/2021;Moderna
France;558282;26/06/2021;Johnson&Johnson
France;40344935;25/06/2021;Pfizer/BioNTech
France;6701209;25/06/2021;Oxford/AstraZeneca
France;4842352;25/06/2021;Moderna
France;553423;25/06/2021;Johnson&Johnson
France;39789549;24/06/2021;Pfizer/BioNTech
France;6609837;24/06/2021;Oxford/AstraZeneca
France;4748458;24/06/2021;Moderna
France;543217;24/06/2021;Johnson&Johnson
France;39303106;23/06/2021;Pfizer/BioNTech
France;6531360;23/06/2021;Oxford/AstraZeneca
France;4669668;23/06/2021;Moderna
France;534528;23/06/2021;Johnson&Johnson
France;38758707;22/06/2021;Pfizer/BioNTech
France;6479582;22/06/2021;Oxford/AstraZeneca
France;4598215;22/06/2021;Moderna
France;527397;22/06/2021;Johnson&Johnson
France;38224194;21/06/2021;Pfizer/BioNTech
France;6408509;21/06/2021;Oxford/AstraZeneca
France;4520211;21/06/2021;Moderna
France;519466;21/06/2021;Johnson&Johnson
France;37731284;20/06/2021;Pfizer/BioNTech
France;6368473;20/06/2021;Oxford/AstraZeneca
France;4459770;20/06/2021;Moderna
France;514367;20/06/2021;Johnson&Johnson
France;37572421;19/06/2021;Pfizer/BioNTech
France;6364926;19/06/2021;Oxford/AstraZeneca
France;4445961;19/06/2021;Moderna
France;513548;19/06/2021;Johnson&Johnson
France;37169179;18/06/2021;Pfizer/BioNTech
France;6324746;18/06/2021;Oxford/AstraZeneca
France;4396506;18/06/2021;Moderna
France;507958;18/06/2021;Johnson&Johnson
France;36612008;17/06/2021;Pfizer/BioNTech
France;6204982;17/06/2021;Oxford/AstraZeneca
France;4320752;17/06/2021;Moderna
France;495497;17/06/2021;Johnson&Johnson
France;36098332;16/06/2021;Pfizer/BioNTech
France;6101522;16/06/2021;Oxford/AstraZeneca
France;4257838;16/06/2021;Moderna
France;484569;16/06/2021;Johnson&Johnson
France;35553088;15/06/2021;Pfizer/BioNTech
France;6034538;15/06/2021;Oxford/AstraZeneca
France;4206094;15/06/2021;Moderna
France;475654;15/06/2021;Johnson&Johnson
France;35012860;14/06/2021;Pfizer/BioNTech
France;5952546;14/06/2021;Oxford/AstraZeneca
France;4144062;14/06/2021;Moderna
France;464741;14/06/2021;Johnson&Johnson
France;34514899;13/06/2021;Pfizer/BioNTech
France;5908872;13/06/2021;Oxford/AstraZeneca
France;4094509;13/06/2021;Moderna
France;458070;13/06/2021;Johnson&Johnson
France;34353410;12/06/2021;Pfizer/BioNTech
France;5904776;12/06/2021;Oxford/AstraZeneca
France;4081988;12/06/2021;Moderna
France;457161;12/06/2021;Johnson&Johnson
France;33958365;11/06/2021;Pfizer/BioNTech
France;5862783;11/06/2021;Oxford/AstraZeneca
France;4031597;11/06/2021;Moderna
France;449693;11/06/2021;Johnson&Johnson
France;33410160;10/06/2021;Pfizer/BioNTech
France;5763577;10/06/2021;Oxford/AstraZeneca
France;3950962;10/06/2021;Moderna
France;432666;10/06/2021;Johnson&Johnson
France;32862932;09/06/2021;Pfizer/BioNTech
France;5693414;09/06/2021;Oxford/AstraZeneca
France;3889098;09/06/2021;Moderna
France;417241;09/06/2021;Johnson&Johnson
France;32312731;08/06/2021;Pfizer/BioNTech
France;5649263;08/06/2021;Oxford/AstraZeneca
France;3833798;08/06/2021;Moderna
France;405016;08/06/2021;Johnson&Johnson
France;31759904;07/06/2021;Pfizer/BioNTech
France;5599982;07/06/2021;Oxford/AstraZeneca
France;3764363;07/06/2021;Moderna
France;390379;07/06/2021;Johnson&Johnson
France;31250963;06/06/2021;Pfizer/BioNTech
France;5567366;06/06/2021;Oxford/AstraZeneca
France;3713004;06/06/2021;Moderna
France;381137;06/06/2021;Johnson&Johnson
France;31086515;05/06/2021;Pfizer/BioNTech
France;5561465;05/06/2021;Oxford/AstraZeneca
France;3701849;05/06/2021;Moderna
France;380100;05/06/2021;Johnson&Johnson
France;30714832;04/06/2021;Pfizer/BioNTech
France;5507284;04/06/2021;Oxford/AstraZeneca
France;3643180;04/06/2021;Moderna
France;370357;04/06/2021;Johnson&Johnson
France;30174506;03/06/2021;Pfizer/BioNTech
France;5398139;03/06/2021;Oxford/AstraZeneca
France;3553412;03/06/2021;Moderna
France;347804;03/06/2021;Johnson&Johnson
France;29635447;02/06/2021;Pfizer/BioNTech
France;5307153;02/06/2021;Oxford/AstraZeneca
France;3478636;02/06/2021;Moderna
France;328378;02/06/2021;Johnson&Johnson
France;29116439;01/06/2021;Pfizer/BioNTech
France;5246148;01/06/2021;Oxford/AstraZeneca
France;3421703;01/06/2021;Moderna
France;313832;01/06/2021;Johnson&Johnson
France;28587059;31/05/2021;Pfizer/BioNTech
France;5177997;31/05/2021;Oxford/AstraZeneca
France;3355756;31/05/2021;Moderna
France;293543;31/05/2021;Johnson&Johnson
France;28122781;30/05/2021;Pfizer/BioNTech
France;5139622;30/05/2021;Oxford/AstraZeneca
France;3308280;30/05/2021;Moderna
France;280838;30/05/2021;Johnson&Johnson
France;27999205;29/05/2021;Pfizer/BioNTech
France;5130846;29/05/2021;Oxford/AstraZeneca
France;3301815;29/05/2021;Moderna
France;279862;29/05/2021;Johnson&Johnson
France;27664034;28/05/2021;Pfizer/BioNTech
France;5067275;28/05/2021;Oxford/AstraZeneca
France;3263170;28/05/2021;Moderna
France;268463;28/05/2021;Johnson&Johnson
France;27151142;27/05/2021;Pfizer/BioNTech
France;4960730;27/05/2021;Oxford/AstraZeneca
France;3218645;27/05/2021;Moderna
France;241804;27/05/2021;Johnson&Johnson
France;26615169;26/05/2021;Pfizer/BioNTech
France;4876653;26/05/2021;Oxford/AstraZeneca
France;3182818;26/05/2021;Moderna
France;227445;26/05/2021;Johnson&Johnson
France;26106897;25/05/2021;Pfizer/BioNTech
France;4820681;25/05/2021;Oxford/AstraZeneca
France;3151224;25/05/2021;Moderna
France;219709;25/05/2021;Johnson&Johnson
France;25607111;24/05/2021;Pfizer/BioNTech
France;4770238;24/05/2021;Oxford/AstraZeneca
France;3117655;24/05/2021;Moderna
France;212077;24/05/2021;Johnson&Johnson
France;25336357;23/05/2021;Pfizer/BioNTech
France;4764441;23/05/2021;Oxford/AstraZeneca
France;3098358;23/05/2021;Moderna
France;211021;23/05/2021;Johnson&Johnson
France;25202008;22/05/2021;Pfizer/BioNTech
France;4761129;22/05/2021;Oxford/AstraZeneca
France;3060238;22/05/2021;Moderna
France;210523;22/05/2021;Johnson&Johnson
France;24883801;21/05/2021;Pfizer/BioNTech
France;4722913;21/05/2021;Oxford/AstraZeneca
France;2994194;21/05/2021;Moderna
France;205457;21/05/2021;Johnson&Johnson
France;24385133;20/05/2021;Pfizer/BioNTech
France;4644691;20/05/2021;Oxford/AstraZeneca
France;2918032;20/05/2021;Moderna
France;192646;20/05/2021;Johnson&Johnson
France;23865326;19/05/2021;Pfizer/BioNTech
France;4578732;19/05/2021;Oxford/AstraZeneca
France;2843476;19/05/2021;Moderna
France;183163;19/05/2021;Johnson&Johnson
France;23365347;18/05/2021;Pfizer/BioNTech
France;4537671;18/05/2021;Oxford/AstraZeneca
France;2775437;18/05/2021;Moderna
France;177470;18/05/2021;Johnson&Johnson
France;22869432;17/05/2021;Pfizer/BioNTech
France;4494657;17/05/2021;Oxford/AstraZeneca
France;2708380;17/05/2021;Moderna
France;168718;17/05/2021;Johnson&Johnson
France;22432710;16/05/2021;Pfizer/BioNTech
France;4466801;16/05/2021;Oxford/AstraZeneca
France;2650967;16/05/2021;Moderna
France;164239;16/05/2021;Johnson&Johnson
France;22259310;15/05/2021;Pfizer/BioNTech
France;4463154;15/05/2021;Oxford/AstraZeneca
France;2604813;15/05/2021;Moderna
France;163820;15/05/2021;Johnson&Johnson
France;21895011;14/05/2021;Pfizer/BioNTech
France;4435203;14/05/2021;Oxford/AstraZeneca
France;2531717;14/05/2021;Moderna
France;160100;14/05/2021;Johnson&Johnson
France;21395023;13/05/2021;Pfizer/BioNTech
France;4394993;13/05/2021;Oxford/AstraZeneca
France;2457327;13/05/2021;Moderna
France;152341;13/05/2021;Johnson&Johnson
France;21063569;12/05/2021;Pfizer/BioNTech
France;4389238;12/05/2021;Oxford/AstraZeneca
France;2400242;12/05/2021;Moderna
France;150760;12/05/2021;Johnson&Johnson
France;20520021;11/05/2021;Pfizer/BioNTech
France;4344549;11/05/2021;Oxford/AstraZeneca
France;2330191;11/05/2021;Moderna
France;140588;11/05/2021;Johnson&Johnson
France;19988726;10/05/2021;Pfizer/BioNTech
France;4291758;10/05/2021;Oxford/AstraZeneca
France;2265447;10/05/2021;Moderna
France;126266;10/05/2021;Johnson&Johnson
France;19535594;09/05/2021;Pfizer/BioNTech
France;4264230;09/05/2021;Oxford/AstraZeneca
France;2210284;09/05/2021;Moderna
France;119026;09/05/2021;Johnson&Johnson
France;19385233;08/05/2021;Pfizer/BioNTech
France;4259788;08/05/2021;Oxford/AstraZeneca
France;2189236;08/05/2021;Moderna
France;118338;08/05/2021;Johnson&Johnson
France;19145028;07/05/2021;Pfizer/BioNTech
France;4244176;07/05/2021;Oxford/AstraZeneca
France;2158183;07/05/2021;Moderna
France;115957;07/05/2021;Johnson&Johnson
France;18664419;06/05/2021;Pfizer/BioNTech
France;4171613;06/05/2021;Oxford/AstraZeneca
France;2099560;06/05/2021;Moderna
France;96833;06/05/2021;Johnson&Johnson
France;18170217;05/05/2021;Pfizer/BioNTech
France;4116131;05/05/2021;Oxford/AstraZeneca
France;2040662;05/05/2021;Moderna
France;85443;05/05/2021;Johnson&Johnson
France;17700798;04/05/2021;Pfizer/BioNTech
France;4086817;04/05/2021;Oxford/AstraZeneca
France;1992880;04/05/2021;Moderna
France;79257;04/05/2021;Johnson&Johnson
France;17247092;03/05/2021;Pfizer/BioNTech
France;4055316;03/05/2021;Oxford/AstraZeneca
France;1945537;03/05/2021;Moderna
France;70851;03/05/2021;Johnson&Johnson
France;16849474;02/05/2021;Pfizer/BioNTech
France;4038383;02/05/2021;Oxford/AstraZeneca
France;1906196;02/05/2021;Moderna
France;65792;02/05/2021;Johnson&Johnson
France;16739827;01/05/2021;Pfizer/BioNTech
France;4034823;01/05/2021;Oxford/AstraZeneca
France;1890386;01/05/2021;Moderna
France;65311;01/05/2021;Johnson&Johnson
France;16557922;30/04/2021;Pfizer/BioNTech
France;4023352;30/04/2021;Oxford/AstraZeneca
France;1865535;30/04/2021;Moderna
France;63316;30/04/2021;Johnson&Johnson
France;16136989;29/04/2021;Pfizer/BioNTech
France;3958990;29/04/2021;Oxford/AstraZeneca
France;1812205;29/04/2021;Moderna
France;44083;29/04/2021;Johnson&Johnson
