country;total_vaccinations;Date;vaccine
Argentina;6;02/01/2021;Oxford/AstraZeneca
Argentina;2;02/01/2021;Moderna
Argentina;43513;01/01/2021;Sputnik V
Argentina;1;01/01/2021;Sinopharm/Beijing
Argentina;5;01/01/2021;Oxford/AstraZeneca
Argentina;2;01/01/2021;Moderna
Argentina;43388;31/12/2020;Sputnik V
Argentina;1;31/12/2020;Sinopharm/Beijing
Argentina;3;31/12/2020;Oxford/AstraZeneca
Argentina;2;31/12/2020;Moderna
Argentina;40583;30/12/2020;Sputnik V
Argentina;1;30/12/2020;Sinopharm/Beijing
Argentina;3;30/12/2020;Oxford/AstraZeneca
Argentina;2;30/12/2020;Moderna
Argentina;20481;29/12/2020;Sputnik V
Argentina;1;29/12/2020;Sinopharm/Beijing
Argentina;3;29/12/2020;Oxford/AstraZeneca
Argentina;2;29/12/2020;Moderna
Austria;14584985;25/03/2022;Pfizer/BioNTech
Austria;1588222;25/03/2022;Oxford/AstraZeneca
Austria;3682;25/03/2022;Novavax
Austria;1585063;25/03/2022;Moderna
Austria;363548;25/03/2022;Johnson&Johnson
Austria;14575855;18/03/2022;Pfizer/BioNTech
Austria;1588220;18/03/2022;Oxford/AstraZeneca
Austria;3317;18/03/2022;Novavax
Austria;1584789;18/03/2022;Moderna
Austria;363535;18/03/2022;Johnson&Johnson
Austria;14554685;11/03/2022;Pfizer/BioNTech
Austria;1588219;11/03/2022;Oxford/AstraZeneca
Austria;2859;11/03/2022;Novavax
Austria;1583929;11/03/2022;Moderna
Austria;363516;11/03/2022;Johnson&Johnson
Austria;14529271;04/03/2022;Pfizer/BioNTech
Austria;1588219;04/03/2022;Oxford/AstraZeneca
Austria;1947;04/03/2022;Novavax
Austria;1583043;04/03/2022;Moderna
Austria;363484;04/03/2022;Johnson&Johnson
Austria;14497443;25/02/2022;Pfizer/BioNTech
Austria;1588218;25/02/2022;Oxford/AstraZeneca
Austria;14;25/02/2022;Novavax
Austria;1581845;25/02/2022;Moderna
Austria;363452;25/02/2022;Johnson&Johnson
Austria;14457954;18/02/2022;Pfizer/BioNTech
Austria;1588208;18/02/2022;Oxford/AstraZeneca
Austria;0;18/02/2022;Novavax
Austria;1580087;18/02/2022;Moderna
Austria;363404;18/02/2022;Johnson&Johnson
Austria;14401656;11/02/2022;Pfizer/BioNTech
Austria;1588203;11/02/2022;Oxford/AstraZeneca
Austria;0;11/02/2022;Novavax
Austria;1577478;11/02/2022;Moderna
Austria;363338;11/02/2022;Johnson&Johnson
Austria;14303210;04/02/2022;Pfizer/BioNTech
Austria;1588196;04/02/2022;Oxford/AstraZeneca
Austria;0;04/02/2022;Novavax
Austria;1572137;04/02/2022;Moderna
Austria;363216;04/02/2022;Johnson&Johnson
Austria;14115824;28/01/2022;Pfizer/BioNTech
Austria;1588179;28/01/2022;Oxford/AstraZeneca
Austria;0;28/01/2022;Novavax
Austria;1560817;28/01/2022;Moderna
Austria;363027;28/01/2022;Johnson&Johnson
Austria;13930709;21/01/2022;Pfizer/BioNTech
Austria;1588158;21/01/2022;Oxford/AstraZeneca
Austria;0;21/01/2022;Novavax
Austria;1549107;21/01/2022;Moderna
Austria;362734;21/01/2022;Johnson&Johnson
Austria;13706417;14/01/2022;Pfizer/BioNTech
Austria;1588142;14/01/2022;Oxford/AstraZeneca
Austria;0;14/01/2022;Novavax
Austria;1532100;14/01/2022;Moderna
Austria;362321;14/01/2022;Johnson&Johnson
Austria;13400177;07/01/2022;Pfizer/BioNTech
Austria;1588115;07/01/2022;Oxford/AstraZeneca
Austria;0;07/01/2022;Novavax
Austria;1506522;07/01/2022;Moderna
Austria;361714;07/01/2022;Johnson&Johnson
Austria;13129584;31/12/2021;Pfizer/BioNTech
Austria;1588102;31/12/2021;Oxford/AstraZeneca
Austria;0;31/12/2021;Novavax
Austria;1483121;31/12/2021;Moderna
Austria;360436;31/12/2021;Johnson&Johnson
Austria;12916488;24/12/2021;Pfizer/BioNTech
Austria;1588078;24/12/2021;Oxford/AstraZeneca
Austria;0;24/12/2021;Novavax
Austria;1466550;24/12/2021;Moderna
Austria;359014;24/12/2021;Johnson&Johnson
Austria;12622942;17/12/2021;Pfizer/BioNTech
Austria;1588040;17/12/2021;Oxford/AstraZeneca
Austria;0;17/12/2021;Novavax
Austria;1441020;17/12/2021;Moderna
Austria;357884;17/12/2021;Johnson&Johnson
Austria;12008880;10/12/2021;Pfizer/BioNTech
Austria;1587996;10/12/2021;Oxford/AstraZeneca
Austria;0;10/12/2021;Novavax
Austria;1380149;10/12/2021;Moderna
Austria;356076;10/12/2021;Johnson&Johnson
Austria;11411069;03/12/2021;Pfizer/BioNTech
Austria;1587919;03/12/2021;Oxford/AstraZeneca
Austria;0;03/12/2021;Novavax
Austria;1309032;03/12/2021;Moderna
Austria;354756;03/12/2021;Johnson&Johnson
Austria;10726552;26/11/2021;Pfizer/BioNTech
Austria;1587748;26/11/2021;Oxford/AstraZeneca
Austria;0;26/11/2021;Novavax
Austria;1234082;26/11/2021;Moderna
Austria;353498;26/11/2021;Johnson&Johnson
Austria;10009157;19/11/2021;Pfizer/BioNTech
Austria;1587492;19/11/2021;Oxford/AstraZeneca
Austria;0;19/11/2021;Novavax
Austria;1165490;19/11/2021;Moderna
Austria;351680;19/11/2021;Johnson&Johnson
Austria;9368690;12/11/2021;Pfizer/BioNTech
Austria;1587232;12/11/2021;Oxford/AstraZeneca
Austria;0;12/11/2021;Novavax
Austria;1120822;12/11/2021;Moderna
Austria;348650;12/11/2021;Johnson&Johnson
Austria;8907447;05/11/2021;Pfizer/BioNTech
Austria;1586848;05/11/2021;Oxford/AstraZeneca
Austria;0;05/11/2021;Novavax
Austria;1091067;05/11/2021;Moderna
Austria;343932;05/11/2021;Johnson&Johnson
Austria;8665353;29/10/2021;Pfizer/BioNTech
Austria;1586625;29/10/2021;Oxford/AstraZeneca
Austria;0;29/10/2021;Novavax
Austria;1076929;29/10/2021;Moderna
Austria;338835;29/10/2021;Johnson&Johnson
Austria;8533456;22/10/2021;Pfizer/BioNTech
Austria;1586423;22/10/2021;Oxford/AstraZeneca
Austria;0;22/10/2021;Novavax
Austria;1069950;22/10/2021;Moderna
Austria;333115;22/10/2021;Johnson&Johnson
Austria;8390189;15/10/2021;Pfizer/BioNTech
Austria;1586211;15/10/2021;Oxford/AstraZeneca
Austria;0;15/10/2021;Novavax
Austria;1061342;15/10/2021;Moderna
Austria;329516;15/10/2021;Johnson&Johnson
Austria;8267699;08/10/2021;Pfizer/BioNTech
Austria;1585897;08/10/2021;Oxford/AstraZeneca
Austria;0;08/10/2021;Novavax
Austria;1054036;08/10/2021;Moderna
Austria;326518;08/10/2021;Johnson&Johnson
Austria;8139524;01/10/2021;Pfizer/BioNTech
Austria;1585544;01/10/2021;Oxford/AstraZeneca
Austria;0;01/10/2021;Novavax
Austria;1048052;01/10/2021;Moderna
Austria;322145;01/10/2021;Johnson&Johnson
Austria;8040667;24/09/2021;Pfizer/BioNTech
Austria;1584865;24/09/2021;Oxford/AstraZeneca
Austria;0;24/09/2021;Novavax
Austria;1042988;24/09/2021;Moderna
Austria;314349;24/09/2021;Johnson&Johnson
Austria;7949052;17/09/2021;Pfizer/BioNTech
Austria;1583791;17/09/2021;Oxford/AstraZeneca
Austria;0;17/09/2021;Novavax
Austria;1038501;17/09/2021;Moderna
Austria;300264;17/09/2021;Johnson&Johnson
Austria;7859744;10/09/2021;Pfizer/BioNTech
Austria;1582890;10/09/2021;Oxford/AstraZeneca
Austria;0;10/09/2021;Novavax
Austria;1033236;10/09/2021;Moderna
Austria;288582;10/09/2021;Johnson&Johnson
Austria;7787273;03/09/2021;Pfizer/BioNTech
Austria;1581794;03/09/2021;Oxford/AstraZeneca
Austria;0;03/09/2021;Novavax
Austria;1029695;03/09/2021;Moderna
Austria;274279;03/09/2021;Johnson&Johnson
Austria;7718021;27/08/2021;Pfizer/BioNTech
Austria;1579920;27/08/2021;Oxford/AstraZeneca
Austria;0;27/08/2021;Novavax
Austria;1023753;27/08/2021;Moderna
Austria;260941;27/08/2021;Johnson&Johnson
Austria;7640010;20/08/2021;Pfizer/BioNTech
Austria;1578087;20/08/2021;Oxford/AstraZeneca
Austria;0;20/08/2021;Novavax
Austria;1019558;20/08/2021;Moderna
Austria;246804;20/08/2021;Johnson&Johnson
Austria;7519245;13/08/2021;Pfizer/BioNTech
Austria;1575404;13/08/2021;Oxford/AstraZeneca
Austria;0;13/08/2021;Novavax
Austria;1005174;13/08/2021;Moderna
Austria;233058;13/08/2021;Johnson&Johnson
Austria;7363011;06/08/2021;Pfizer/BioNTech
Austria;1570056;06/08/2021;Oxford/AstraZeneca
Austria;0;06/08/2021;Novavax
Austria;995215;06/08/2021;Moderna
Austria;222362;06/08/2021;Johnson&Johnson
Austria;7145397;30/07/2021;Pfizer/BioNTech
Austria;1555651;30/07/2021;Oxford/AstraZeneca
Austria;0;30/07/2021;Novavax
Austria;976498;30/07/2021;Moderna
Austria;206734;30/07/2021;Johnson&Johnson
Austria;6892977;23/07/2021;Pfizer/BioNTech
Austria;1530702;23/07/2021;Oxford/AstraZeneca
Austria;0;23/07/2021;Novavax
Austria;957008;23/07/2021;Moderna
Austria;194252;23/07/2021;Johnson&Johnson
Austria;6611567;16/07/2021;Pfizer/BioNTech
Austria;1503692;16/07/2021;Oxford/AstraZeneca
Austria;0;16/07/2021;Novavax
Austria;910028;16/07/2021;Moderna
Austria;177269;16/07/2021;Johnson&Johnson
Austria;6301026;09/07/2021;Pfizer/BioNTech
Austria;1455133;09/07/2021;Oxford/AstraZeneca
Austria;0;09/07/2021;Novavax
Austria;864570;09/07/2021;Moderna
Austria;157544;09/07/2021;Johnson&Johnson
Austria;5941410;02/07/2021;Pfizer/BioNTech
Austria;1390655;02/07/2021;Oxford/AstraZeneca
Austria;0;02/07/2021;Novavax
Austria;813311;02/07/2021;Moderna
Austria;132979;02/07/2021;Johnson&Johnson
Austria;5511543;25/06/2021;Pfizer/BioNTech
Austria;1283240;25/06/2021;Oxford/AstraZeneca
Austria;0;25/06/2021;Novavax
Austria;752431;25/06/2021;Moderna
Austria;107105;25/06/2021;Johnson&Johnson
Austria;5034224;18/06/2021;Pfizer/BioNTech
Austria;1209560;18/06/2021;Oxford/AstraZeneca
Austria;0;18/06/2021;Novavax
Austria;695829;18/06/2021;Moderna
Austria;98178;18/06/2021;Johnson&Johnson
Austria;4554848;11/06/2021;Pfizer/BioNTech
Austria;1157480;11/06/2021;Oxford/AstraZeneca
Austria;0;11/06/2021;Novavax
Austria;645366;11/06/2021;Moderna
Austria;82730;11/06/2021;Johnson&Johnson
Austria;4099995;04/06/2021;Pfizer/BioNTech
Austria;1062098;04/06/2021;Oxford/AstraZeneca
Austria;0;04/06/2021;Novavax
Austria;581517;04/06/2021;Moderna
Austria;60247;04/06/2021;Johnson&Johnson
Austria;3662772;28/05/2021;Pfizer/BioNTech
Austria;993375;28/05/2021;Oxford/AstraZeneca
Austria;0;28/05/2021;Novavax
Austria;525314;28/05/2021;Moderna
Austria;39092;28/05/2021;Johnson&Johnson
Austria;3320055;21/05/2021;Pfizer/BioNTech
Austria;910239;21/05/2021;Oxford/AstraZeneca
Austria;0;21/05/2021;Novavax
Austria;471035;21/05/2021;Moderna
Austria;26554;21/05/2021;Johnson&Johnson
Austria;2934574;14/05/2021;Pfizer/BioNTech
Austria;831993;14/05/2021;Oxford/AstraZeneca
Austria;0;14/05/2021;Novavax
Austria;402248;14/05/2021;Moderna
Austria;14028;14/05/2021;Johnson&Johnson
Austria;2629525;07/05/2021;Pfizer/BioNTech
Austria;767251;07/05/2021;Oxford/AstraZeneca
Austria;0;07/05/2021;Novavax
Austria;351595;07/05/2021;Moderna
Austria;6795;07/05/2021;Johnson&Johnson
Austria;2294294;30/04/2021;Pfizer/BioNTech
Austria;703774;30/04/2021;Oxford/AstraZeneca
Austria;0;30/04/2021;Novavax
Austria;301771;30/04/2021;Moderna
Austria;551;30/04/2021;Johnson&Johnson
Austria;2017098;23/04/2021;Pfizer/BioNTech
Austria;661032;23/04/2021;Oxford/AstraZeneca
Austria;0;23/04/2021;Novavax
Austria;262369;23/04/2021;Moderna
Austria;238;23/04/2021;Johnson&Johnson
Austria;1750124;16/04/2021;Pfizer/BioNTech
Austria;611731;16/04/2021;Oxford/AstraZeneca
Austria;0;16/04/2021;Novavax
Austria;224599;16/04/2021;Moderna
Austria;228;16/04/2021;Johnson&Johnson
Austria;1513094;09/04/2021;Pfizer/BioNTech
Austria;515352;09/04/2021;Oxford/AstraZeneca
Austria;0;09/04/2021;Novavax
Austria;181697;09/04/2021;Moderna
Austria;206;09/04/2021;Johnson&Johnson
Austria;1288627;02/04/2021;Pfizer/BioNTech
Austria;424556;02/04/2021;Oxford/AstraZeneca
Austria;0;02/04/2021;Novavax
Austria;141848;02/04/2021;Moderna
Austria;113;02/04/2021;Johnson&Johnson
Austria;1138894;26/03/2021;Pfizer/BioNTech
Austria;385709;26/03/2021;Oxford/AstraZeneca
Austria;0;26/03/2021;Novavax
Austria;105216;26/03/2021;Moderna
Austria;62;26/03/2021;Johnson&Johnson
Austria;990786;19/03/2021;Pfizer/BioNTech
Austria;309822;19/03/2021;Oxford/AstraZeneca
Austria;0;19/03/2021;Novavax
Austria;79646;19/03/2021;Moderna
Austria;35;19/03/2021;Johnson&Johnson
Austria;857067;12/03/2021;Pfizer/BioNTech
Austria;236202;12/03/2021;Oxford/AstraZeneca
Austria;0;12/03/2021;Novavax
Austria;47726;12/03/2021;Moderna
Austria;8;12/03/2021;Johnson&Johnson
Austria;692449;05/03/2021;Pfizer/BioNTech
Austria;156991;05/03/2021;Oxford/AstraZeneca
Austria;0;05/03/2021;Novavax
Austria;32273;05/03/2021;Moderna
Austria;5;05/03/2021;Johnson&Johnson
Austria;587225;26/02/2021;Pfizer/BioNTech
Austria;101749;26/02/2021;Oxford/AstraZeneca
Austria;0;26/02/2021;Novavax
Austria;22867;26/02/2021;Moderna
Austria;2;26/02/2021;Johnson&Johnson
Austria;525455;19/02/2021;Pfizer/BioNTech
Austria;43712;19/02/2021;Oxford/AstraZeneca
Austria;0;19/02/2021;Novavax
Austria;14381;19/02/2021;Moderna
Austria;1;19/02/2021;Johnson&Johnson
Austria;459165;12/02/2021;Pfizer/BioNTech
Austria;10823;12/02/2021;Oxford/AstraZeneca
Austria;0;12/02/2021;Novavax
Austria;10194;12/02/2021;Moderna
Austria;1;12/02/2021;Johnson&Johnson
Austria;356821;05/02/2021;Pfizer/BioNTech
Austria;0;05/02/2021;Oxford/AstraZeneca
Austria;0;05/02/2021;Novavax
Austria;6063;05/02/2021;Moderna
Austria;1;05/02/2021;Johnson&Johnson
Austria;260244;29/01/2021;Pfizer/BioNTech
Austria;0;29/01/2021;Oxford/AstraZeneca
Austria;0;29/01/2021;Novavax
Austria;4345;29/01/2021;Moderna
Austria;1;29/01/2021;Johnson&Johnson
Austria;215019;22/01/2021;Pfizer/BioNTech
Austria;0;22/01/2021;Oxford/AstraZeneca
Austria;0;22/01/2021;Novavax
Austria;344;22/01/2021;Moderna
Austria;1;22/01/2021;Johnson&Johnson
Austria;117177;15/01/2021;Pfizer/BioNTech
Austria;0;15/01/2021;Oxford/AstraZeneca
Austria;0;15/01/2021;Novavax
Austria;99;15/01/2021;Moderna
Austria;1;15/01/2021;Johnson&Johnson
Austria;31654;08/01/2021;Pfizer/BioNTech
Austria;0;08/01/2021;Oxford/AstraZeneca
Austria;0;08/01/2021;Novavax
Austria;0;08/01/2021;Moderna
Austria;1;08/01/2021;Johnson&Johnson
Belgium;17451842;25/03/2022;Pfizer/BioNTech
Belgium;2846716;25/03/2022;Oxford/AstraZeneca
Belgium;36;25/03/2022;Novavax
Belgium;4267394;25/03/2022;Moderna
Belgium;425639;25/03/2022;Johnson&Johnson
Belgium;17451842;18/03/2022;Pfizer/BioNTech
Belgium;2846716;18/03/2022;Oxford/AstraZeneca
Belgium;36;18/03/2022;Novavax
Belgium;4267394;18/03/2022;Moderna
Belgium;425639;18/03/2022;Johnson&Johnson
Belgium;17430257;11/03/2022;Pfizer/BioNTech
Belgium;2846716;11/03/2022;Oxford/AstraZeneca
Belgium;21;11/03/2022;Novavax
Belgium;4266827;11/03/2022;Moderna
Belgium;425628;11/03/2022;Johnson&Johnson
Belgium;17391721;04/03/2022;Pfizer/BioNTech
Belgium;2846713;04/03/2022;Oxford/AstraZeneca
Belgium;14;04/03/2022;Novavax
Belgium;4264892;04/03/2022;Moderna
Belgium;425592;04/03/2022;Johnson&Johnson
Belgium;17348474;25/02/2022;Pfizer/BioNTech
Belgium;2846711;25/02/2022;Oxford/AstraZeneca
Belgium;0;25/02/2022;Novavax
Belgium;4259926;25/02/2022;Moderna
Belgium;425498;25/02/2022;Johnson&Johnson
Belgium;17246919;18/02/2022;Pfizer/BioNTech
Belgium;2846708;18/02/2022;Oxford/AstraZeneca
Belgium;0;18/02/2022;Novavax
Belgium;4244442;18/02/2022;Moderna
Belgium;425402;18/02/2022;Johnson&Johnson
Belgium;17110312;11/02/2022;Pfizer/BioNTech
Belgium;2846704;11/02/2022;Oxford/AstraZeneca
Belgium;0;11/02/2022;Novavax
Belgium;4218341;11/02/2022;Moderna
Belgium;425337;11/02/2022;Johnson&Johnson
Belgium;16941449;04/02/2022;Pfizer/BioNTech
Belgium;2846700;04/02/2022;Oxford/AstraZeneca
Belgium;0;04/02/2022;Novavax
Belgium;4164838;04/02/2022;Moderna
Belgium;425230;04/02/2022;Johnson&Johnson
Belgium;16819248;28/01/2022;Pfizer/BioNTech
Belgium;2846682;28/01/2022;Oxford/AstraZeneca
Belgium;0;28/01/2022;Novavax
Belgium;4064550;28/01/2022;Moderna
Belgium;425096;28/01/2022;Johnson&Johnson
Belgium;16690189;21/01/2022;Pfizer/BioNTech
Belgium;2846676;21/01/2022;Oxford/AstraZeneca
Belgium;0;21/01/2022;Novavax
Belgium;3894105;21/01/2022;Moderna
Belgium;424856;21/01/2022;Johnson&Johnson
Belgium;16525442;14/01/2022;Pfizer/BioNTech
Belgium;2846667;14/01/2022;Oxford/AstraZeneca
Belgium;0;14/01/2022;Novavax
Belgium;3564640;14/01/2022;Moderna
Belgium;424564;14/01/2022;Johnson&Johnson
Belgium;16300505;07/01/2022;Pfizer/BioNTech
Belgium;2846660;07/01/2022;Oxford/AstraZeneca
Belgium;0;07/01/2022;Novavax
Belgium;3004835;07/01/2022;Moderna
Belgium;424207;07/01/2022;Johnson&Johnson
Belgium;16078523;31/12/2021;Pfizer/BioNTech
Belgium;2846647;31/12/2021;Oxford/AstraZeneca
Belgium;0;31/12/2021;Novavax
Belgium;2346032;31/12/2021;Moderna
Belgium;423883;31/12/2021;Johnson&Johnson
Belgium;15964563;24/12/2021;Pfizer/BioNTech
Belgium;2846640;24/12/2021;Oxford/AstraZeneca
Belgium;0;24/12/2021;Novavax
Belgium;2140129;24/12/2021;Moderna
Belgium;423611;24/12/2021;Johnson&Johnson
Belgium;15652272;17/12/2021;Pfizer/BioNTech
Belgium;2846618;17/12/2021;Oxford/AstraZeneca
Belgium;0;17/12/2021;Novavax
Belgium;1804494;17/12/2021;Moderna
Belgium;423198;17/12/2021;Johnson&Johnson
Belgium;15043601;10/12/2021;Pfizer/BioNTech
Belgium;2846603;10/12/2021;Oxford/AstraZeneca
Belgium;0;10/12/2021;Novavax
Belgium;1681237;10/12/2021;Moderna
Belgium;422204;10/12/2021;Johnson&Johnson
Belgium;14476463;03/12/2021;Pfizer/BioNTech
Belgium;2846584;03/12/2021;Oxford/AstraZeneca
Belgium;0;03/12/2021;Novavax
Belgium;1607688;03/12/2021;Moderna
Belgium;421349;03/12/2021;Johnson&Johnson
Belgium;13964989;26/11/2021;Pfizer/BioNTech
Belgium;2846549;26/11/2021;Oxford/AstraZeneca
Belgium;0;26/11/2021;Novavax
Belgium;1510104;26/11/2021;Moderna
Belgium;420156;26/11/2021;Johnson&Johnson
Belgium;13549469;19/11/2021;Pfizer/BioNTech
Belgium;2846502;19/11/2021;Oxford/AstraZeneca
Belgium;0;19/11/2021;Novavax
Belgium;1419792;19/11/2021;Moderna
Belgium;418169;19/11/2021;Johnson&Johnson
Belgium;13254112;12/11/2021;Pfizer/BioNTech
Belgium;2846442;12/11/2021;Oxford/AstraZeneca
Belgium;0;12/11/2021;Novavax
Belgium;1393890;12/11/2021;Moderna
Belgium;415814;12/11/2021;Johnson&Johnson
Belgium;13108349;05/11/2021;Pfizer/BioNTech
Belgium;2846380;05/11/2021;Oxford/AstraZeneca
Belgium;0;05/11/2021;Novavax
Belgium;1382786;05/11/2021;Moderna
Belgium;412030;05/11/2021;Johnson&Johnson
Belgium;12988040;29/10/2021;Pfizer/BioNTech
Belgium;2846324;29/10/2021;Oxford/AstraZeneca
Belgium;0;29/10/2021;Novavax
Belgium;1375332;29/10/2021;Moderna
Belgium;407667;29/10/2021;Johnson&Johnson
Belgium;12827461;22/10/2021;Pfizer/BioNTech
Belgium;2846209;22/10/2021;Oxford/AstraZeneca
Belgium;0;22/10/2021;Novavax
Belgium;1370448;22/10/2021;Moderna
Belgium;403166;22/10/2021;Johnson&Johnson
Belgium;12683223;15/10/2021;Pfizer/BioNTech
Belgium;2846070;15/10/2021;Oxford/AstraZeneca
Belgium;0;15/10/2021;Novavax
Belgium;1365517;15/10/2021;Moderna
Belgium;399293;15/10/2021;Johnson&Johnson
Belgium;12495170;08/10/2021;Pfizer/BioNTech
Belgium;2845871;08/10/2021;Oxford/AstraZeneca
Belgium;0;08/10/2021;Novavax
Belgium;1361334;08/10/2021;Moderna
Belgium;395123;08/10/2021;Johnson&Johnson
Belgium;12311290;01/10/2021;Pfizer/BioNTech
Belgium;2845668;01/10/2021;Oxford/AstraZeneca
Belgium;0;01/10/2021;Novavax
Belgium;1358072;01/10/2021;Moderna
Belgium;391018;01/10/2021;Johnson&Johnson
Belgium;12153189;24/09/2021;Pfizer/BioNTech
Belgium;2845242;24/09/2021;Oxford/AstraZeneca
Belgium;0;24/09/2021;Novavax
Belgium;1350360;24/09/2021;Moderna
Belgium;385821;24/09/2021;Johnson&Johnson
Belgium;12022117;17/09/2021;Pfizer/BioNTech
Belgium;2844581;17/09/2021;Oxford/AstraZeneca
Belgium;0;17/09/2021;Novavax
Belgium;1345063;17/09/2021;Moderna
Belgium;378749;17/09/2021;Johnson&Johnson
Belgium;11940832;10/09/2021;Pfizer/BioNTech
Belgium;2843575;10/09/2021;Oxford/AstraZeneca
Belgium;0;10/09/2021;Novavax
Belgium;1337636;10/09/2021;Moderna
Belgium;371969;10/09/2021;Johnson&Johnson
Belgium;11857367;03/09/2021;Pfizer/BioNTech
Belgium;2842434;03/09/2021;Oxford/AstraZeneca
Belgium;0;03/09/2021;Novavax
Belgium;1330152;03/09/2021;Moderna
Belgium;366864;03/09/2021;Johnson&Johnson
Belgium;11709092;27/08/2021;Pfizer/BioNTech
Belgium;2839844;27/08/2021;Oxford/AstraZeneca
Belgium;0;27/08/2021;Novavax
Belgium;1319519;27/08/2021;Moderna
Belgium;360685;27/08/2021;Johnson&Johnson
Belgium;11477942;20/08/2021;Pfizer/BioNTech
Belgium;2836132;20/08/2021;Oxford/AstraZeneca
Belgium;0;20/08/2021;Novavax
Belgium;1310611;20/08/2021;Moderna
Belgium;354727;20/08/2021;Johnson&Johnson
Belgium;11248345;13/08/2021;Pfizer/BioNTech
Belgium;2826368;13/08/2021;Oxford/AstraZeneca
Belgium;0;13/08/2021;Novavax
Belgium;1297917;13/08/2021;Moderna
Belgium;348324;13/08/2021;Johnson&Johnson
Belgium;10991340;06/08/2021;Pfizer/BioNTech
Belgium;2713099;06/08/2021;Oxford/AstraZeneca
Belgium;0;06/08/2021;Novavax
Belgium;1279152;06/08/2021;Moderna
Belgium;340737;06/08/2021;Johnson&Johnson
Belgium;10473136;30/07/2021;Pfizer/BioNTech
Belgium;2652255;30/07/2021;Oxford/AstraZeneca
Belgium;0;30/07/2021;Novavax
Belgium;1254516;30/07/2021;Moderna
Belgium;331123;30/07/2021;Johnson&Johnson
Belgium;9827501;23/07/2021;Pfizer/BioNTech
Belgium;2560521;23/07/2021;Oxford/AstraZeneca
Belgium;0;23/07/2021;Novavax
Belgium;1222605;23/07/2021;Moderna
Belgium;321435;23/07/2021;Johnson&Johnson
Belgium;9184670;16/07/2021;Pfizer/BioNTech
Belgium;2453953;16/07/2021;Oxford/AstraZeneca
Belgium;0;16/07/2021;Novavax
Belgium;1168277;16/07/2021;Moderna
Belgium;310266;16/07/2021;Johnson&Johnson
Belgium;8609320;09/07/2021;Pfizer/BioNTech
Belgium;2299081;09/07/2021;Oxford/AstraZeneca
Belgium;0;09/07/2021;Novavax
Belgium;1112221;09/07/2021;Moderna
Belgium;290980;09/07/2021;Johnson&Johnson
Belgium;8041564;02/07/2021;Pfizer/BioNTech
Belgium;2071485;02/07/2021;Oxford/AstraZeneca
Belgium;0;02/07/2021;Novavax
Belgium;1049767;02/07/2021;Moderna
Belgium;274802;02/07/2021;Johnson&Johnson
Belgium;7526379;25/06/2021;Pfizer/BioNTech
Belgium;1971042;25/06/2021;Oxford/AstraZeneca
Belgium;0;25/06/2021;Novavax
Belgium;965526;25/06/2021;Moderna
Belgium;248883;25/06/2021;Johnson&Johnson
Belgium;6830243;18/06/2021;Pfizer/BioNTech
Belgium;1901299;18/06/2021;Oxford/AstraZeneca
Belgium;0;18/06/2021;Novavax
Belgium;852179;18/06/2021;Moderna
Belgium;215911;18/06/2021;Johnson&Johnson
Belgium;6108790;11/06/2021;Pfizer/BioNTech
Belgium;1765859;11/06/2021;Oxford/AstraZeneca
Belgium;0;11/06/2021;Novavax
Belgium;745115;11/06/2021;Moderna
Belgium;146143;11/06/2021;Johnson&Johnson
Belgium;5352978;04/06/2021;Pfizer/BioNTech
Belgium;1577864;04/06/2021;Oxford/AstraZeneca
Belgium;0;04/06/2021;Novavax
Belgium;658326;04/06/2021;Moderna
Belgium;99547;04/06/2021;Johnson&Johnson
Belgium;4650711;28/05/2021;Pfizer/BioNTech
Belgium;1473932;28/05/2021;Oxford/AstraZeneca
Belgium;0;28/05/2021;Novavax
Belgium;581592;28/05/2021;Moderna
Belgium;75458;28/05/2021;Johnson&Johnson
Belgium;4206193;21/05/2021;Pfizer/BioNTech
Belgium;1373444;21/05/2021;Oxford/AstraZeneca
Belgium;0;21/05/2021;Novavax
Belgium;506800;21/05/2021;Moderna
Belgium;51356;21/05/2021;Johnson&Johnson
Belgium;3834744;14/05/2021;Pfizer/BioNTech
Belgium;1106051;14/05/2021;Oxford/AstraZeneca
Belgium;0;14/05/2021;Novavax
Belgium;404429;14/05/2021;Moderna
Belgium;30414;14/05/2021;Johnson&Johnson
Belgium;3381035;07/05/2021;Pfizer/BioNTech
Belgium;1012470;07/05/2021;Oxford/AstraZeneca
Belgium;0;07/05/2021;Novavax
Belgium;349471;07/05/2021;Moderna
Belgium;24407;07/05/2021;Johnson&Johnson
Belgium;2826825;30/04/2021;Pfizer/BioNTech
Belgium;909079;30/04/2021;Oxford/AstraZeneca
Belgium;0;30/04/2021;Novavax
Belgium;291245;30/04/2021;Moderna
Belgium;3163;30/04/2021;Johnson&Johnson
Belgium;2469171;23/04/2021;Pfizer/BioNTech
Belgium;843205;23/04/2021;Oxford/AstraZeneca
Belgium;0;23/04/2021;Novavax
Belgium;263865;23/04/2021;Moderna
Belgium;0;23/04/2021;Johnson&Johnson
Belgium;2150573;16/04/2021;Pfizer/BioNTech
Belgium;785864;16/04/2021;Oxford/AstraZeneca
Belgium;0;16/04/2021;Novavax
Belgium;212113;16/04/2021;Moderna
Belgium;0;16/04/2021;Johnson&Johnson
Belgium;1871930;09/04/2021;Pfizer/BioNTech
Belgium;604710;09/04/2021;Oxford/AstraZeneca
