country,Total_vaccin,Nombre_vaccin_utilisé,Date
Switzerland,682700,3,2021-02-20
Argentina,820564,5,2021-02-20
Chile,2908246,2,2021-02-20
Czechia,560863,3,2021-02-20
Ecuador,43475,3,2021-02-20
"European Union",27332696,9,2021-02-20
France,3889796,3,2021-02-20
Germany,5096547,5,2021-02-20
Argentina,840738,5,2021-02-21
Chile,2909408,2,2021-02-21
Czechia,563026,3,2021-02-21
Ecuador,45352,3,2021-02-21
"European Union",27510619,9,2021-02-21
France,3899488,3,2021-02-21
Germany,5182595,5,2021-02-21
"United States",62980037,2,2021-02-21
Italy,3628172,3,2021-02-21
Latvia,46911,4,2021-02-21
Peru,202569,1,2021-02-21
Romania,1370808,3,2021-02-21
Switzerland,684359,3,2021-02-21
Italy,3734400,3,2021-02-22
Japan,11934,1,2021-02-22
Latvia,48717,4,2021-02-22
Peru,233040,1,2021-02-22
Romania,1400673,3,2021-02-22
Switzerland,704391,3,2021-02-22
Argentina,908273,5,2021-02-22
Chile,3017555,2,2021-02-22
Czechia,579192,3,2021-02-22
Ecuador,47115,3,2021-02-22
"European Union",27932009,9,2021-02-22
France,4010103,3,2021-02-22
Germany,5339310,5,2021-02-22
"Hong Kong",47,1,2021-02-22
"United States",64066808,2,2021-02-22
"United States",64921191,2,2021-02-23
Italy,3841438,3,2021-02-23
Latvia,51141,3,2021-02-23
Peru,260297,1,2021-02-23
Romania,1430017,3,2021-02-23
Switzerland,730996,3,2021-02-23
Argentina,995195,5,2021-02-23
Chile,3111818,2,2021-02-23
Czechia,599148,3,2021-02-23
Ecuador,47127,3,2021-02-23
"European Union",28399267,9,2021-02-23
France,4147977,3,2021-02-23
Germany,5509925,5,2021-02-23
"Hong Kong",579,1,2021-02-23
Argentina,1088962,5,2021-02-24
Chile,3198106,2,2021-02-24
Czechia,619075,3,2021-02-24
Ecuador,47576,3,2021-02-24
"European Union",28892738,9,2021-02-24
France,4289019,3,2021-02-24
Germany,5687113,5,2021-02-24
Ukraine,159,1,2021-02-24
"United States",66353272,2,2021-02-24
Italy,3964194,3,2021-02-24
Japan,17888,1,2021-02-24
Latvia,55482,3,2021-02-24
Peru,283187,1,2021-02-24
Romania,1458234,3,2021-02-24
Switzerland,759316,3,2021-02-24
Italy,4093201,3,2021-02-25
Japan,21896,1,2021-02-25
Latvia,59699,3,2021-02-25
Peru,298999,1,2021-02-25
Romania,1478492,3,2021-02-25
Switzerland,788788,3,2021-02-25
Argentina,1168375,5,2021-02-25
Chile,3284222,2,2021-02-25
Czechia,642611,3,2021-02-25
Ecuador,65737,3,2021-02-25
"European Union",29451939,9,2021-02-25
France,4480829,3,2021-02-25
Germany,5877486,5,2021-02-25
Ukraine,1338,1,2021-02-25
"United States",68161506,2,2021-02-25
Ukraine,3051,1,2021-02-26
"United States",70340629,2,2021-02-26
Hungary,954670,5,2021-02-26
Ireland,467114,4,2021-02-26
Italy,4232437,3,2021-02-26
Japan,28530,1,2021-02-26
Latvia,63107,3,2021-02-26
Liechtenstein,2677,3,2021-02-26
Lithuania,238338,3,2021-02-26
Luxembourg,27293,3,2021-02-26
Malta,91434,4,2021-02-26
Netherlands,1382367,5,2021-02-26
Norway,514916,3,2021-02-26
Peru,314641,1,2021-02-26
Poland,3393851,4,2021-02-26
Portugal,939665,6,2021-02-26
Romania,1424597,2,2021-02-26
Slovakia,448340,3,2021-02-26
Slovenia,170359,3,2021-02-26
"South Korea",40416,5,2021-02-26
Spain,3935833,4,2021-02-26
Sweden,807610,4,2021-02-26
Switzerland,813495,3,2021-02-26
Argentina,1250025,5,2021-02-26
Austria,711843,5,2021-02-26
Belgium,875021,5,2021-02-26
Bulgaria,212445,3,2021-02-26
Chile,3362632,2,2021-02-26
Croatia,243476,3,2021-02-26
Cyprus,75391,3,2021-02-26
Czechia,664155,3,2021-02-26
Denmark,572888,4,2021-02-26
Ecuador,76446,3,2021-02-26
Estonia,115352,3,2021-02-26
"European Union",33356178,9,2021-02-26
Finland,478627,4,2021-02-26
France,4665196,3,2021-02-26
Germany,6091704,5,2021-02-26
"Hong Kong",6623,1,2021-02-26
Argentina,1267903,5,2021-02-27
Chile,3372681,2,2021-02-27
Czechia,667724,3,2021-02-27
Ecuador,76543,3,2021-02-27
"European Union",33725612,9,2021-02-27
France,4739288,3,2021-02-27
Germany,6240017,5,2021-02-27
"Hong Kong",13663,1,2021-02-27
Ukraine,3141,1,2021-02-27
"United States",72691916,2,2021-02-27
Uruguay,383,3,2021-02-27
Italy,4359588,3,2021-02-27
Latvia,63712,3,2021-02-27
Peru,321409,1,2021-02-27
Romania,1440301,2,2021-02-27
"South Korea",42272,5,2021-02-27
Switzerland,820058,3,2021-02-27
Italy,4438086,3,2021-02-28
Latvia,63852,3,2021-02-28
Peru,322405,1,2021-02-28
Romania,1451437,2,2021-02-28
"South Korea",43353,5,2021-02-28
Switzerland,822052,3,2021-02-28
Argentina,1274023,5,2021-02-28
Chile,3373035,2,2021-02-28
Czechia,670634,3,2021-02-28
Ecuador,76547,3,2021-02-28
"European Union",33932536,9,2021-02-28
France,4749898,3,2021-02-28
Germany,6343647,5,2021-02-28
"Hong Kong",20678,1,2021-02-28
Ukraine,3141,1,2021-02-28
"United States",75120981,2,2021-02-28
Uruguay,400,3,2021-02-28
Ukraine,4905,1,2021-03-01
"United States",76784817,2,2021-03-01
Uruguay,18453,3,2021-03-01
Italy,4574298,4,2021-03-01
Japan,31785,1,2021-03-01
Latvia,65649,3,2021-03-01
Peru,331695,1,2021-03-01
Romania,1483586,2,2021-03-01
"South Korea",45280,5,2021-03-01
Switzerland,844383,3,2021-03-01
Argentina,1348557,5,2021-03-01
Chile,3510623,2,2021-03-01
Czechia,693685,3,2021-03-01
Ecuador,77022,3,2021-03-01
"European Union",34443848,9,2021-03-01
France,4868550,3,2021-03-01
Germany,6543125,5,2021-03-01
"Hong Kong",27086,1,2021-03-01
Argentina,1424138,5,2021-03-02
Chile,3682009,2,2021-03-02
Czechia,724464,3,2021-03-02
Ecuador,77044,3,2021-03-02
"European Union",35065316,9,2021-03-02
France,5036122,3,2021-03-02
Germany,6763353,5,2021-03-02
"Hong Kong",40157,1,2021-03-02
Ukraine,6888,1,2021-03-02
"United States",78516210,2,2021-03-02
Uruguay,33214,3,2021-03-02
Italy,4736800,3,2021-03-02
Japan,34772,1,2021-03-02
Latvia,67850,3,2021-03-02
Peru,340947,1,2021-03-02
Romania,1521744,2,2021-03-02
"South Korea",111548,5,2021-03-02
Switzerland,870237,3,2021-03-02
Italy,4924818,3,2021-03-03
Japan,37303,1,2021-03-03
Latvia,72039,3,2021-03-03
Peru,359385,1,2021-03-03
Romania,1560429,2,2021-03-03
"South Korea",180984,5,2021-03-03
Switzerland,902048,3,2021-03-03
Argentina,1495568,5,2021-03-03
Chile,3994020,2,2021-03-03
Czechia,759934,3,2021-03-03
Ecuador,77070,3,2021-03-03
"European Union",35762116,9,2021-03-03
France,5217958,3,2021-03-03
Germany,7011955,5,2021-03-03
"Hong Kong",51825,1,2021-03-03
Ukraine,9568,1,2021-03-03
"United States",80423987,2,2021-03-03
Uruguay,54535,3,2021-03-03
Ukraine,12481,1,2021-03-04
"United States",82454809,2,2021-03-04
Uruguay,63526,3,2021-03-04
Italy,5123655,3,2021-03-04
Japan,39174,1,2021-03-04
Latvia,78114,3,2021-03-04
Peru,392410,2,2021-03-04
Romania,1677187,3,2021-03-04
"South Korea",251918,5,2021-03-04
Switzerland,935638,3,2021-03-04
Argentina,1607614,5,2021-03-04
Chile,4304682,2,2021-03-04
Czechia,797916,3,2021-03-04
Ecuador,106482,3,2021-03-04
"European Union",36527286,9,2021-03-04
France,5450527,3,2021-03-04
Germany,7257924,5,2021-03-04
"Hong Kong",62214,1,2021-03-04
Argentina,1719333,5,2021-03-05
Austria,881718,5,2021-03-05
Belgium,1049266,5,2021-03-05
Bulgaria,288632,3,2021-03-05
Chile,4602699,2,2021-03-05
Croatia,301320,4,2021-03-05
Cyprus,96202,3,2021-03-05
Czechia,832188,4,2021-03-05
Denmark,698501,4,2021-03-05
Ecuador,126359,3,2021-03-05
Estonia,149668,3,2021-03-05
"European Union",41013716,9,2021-03-05
Finland,592882,4,2021-03-05
France,5714615,3,2021-03-05
Germany,7533816,5,2021-03-05
"Hong Kong",72352,1,2021-03-05
Ukraine,15758,1,2021-03-05
"United States",84881445,2,2021-03-05
Uruguay,72737,3,2021-03-05
Hungary,1324624,5,2021-03-05
Ireland,554374,4,2021-03-05
Italy,5330699,3,2021-03-05
Japan,46469,1,2021-03-05
Latvia,83010,4,2021-03-05
Liechtenstein,3263,3,2021-03-05
Lithuania,297436,3,2021-03-05
Luxembourg,35063,3,2021-03-05
Malta,117685,3,2021-03-05
Netherlands,1676431,5,2021-03-05
Norway,628663,4,2021-03-05
Peru,429368,2,2021-03-05
Poland,4031620,4,2021-03-05
Portugal,1114410,6,2021-03-05
Romania,1724540,3,2021-03-05
Slovakia,546086,4,2021-03-05
Slovenia,203665,3,2021-03-05
"South Korea",323169,5,2021-03-05
Spain,4842720,4,2021-03-05
Sweden,992503,4,2021-03-05
Switzerland,964865,3,2021-03-05
Italy,5509398,4,2021-03-06
Latvia,83807,3,2021-03-06
Peru,449400,2,2021-03-06
Romania,1773178,3,2021-03-06
"South Korea",341645,5,2021-03-06
Switzerland,971151,3,2021-03-06
Argentina,1774262,5,2021-03-06
Chile,4636498,2,2021-03-06
Czechia,845207,4,2021-03-06
Ecuador,130324,3,2021-03-06
"European Union",41683437,9,2021-03-06
France,5940314,3,2021-03-06
Germany,7736707,5,2021-03-06
"Hong Kong",84008,2,2021-03-06
Ukraine,17037,1,2021-03-06
"United States",87751896,2,2021-03-06
Uruguay,72756,3,2021-03-06
Ukraine,17947,1,2021-03-07
"United States",90127729,2,2021-03-07
Uruguay,72771,3,2021-03-07
Italy,5612636,4,2021-03-07
Latvia,75713,3,2021-03-07
Peru,452014,2,2021-03-07
Romania,1818362,3,2021-03-07
"South Korea",344041,5,2021-03-07
Switzerland,973112,3,2021-03-07
Argentina,1786063,5,2021-03-07
Chile,4644466,2,2021-03-07
Czechia,857597,4,2021-03-07
Ecuador,130497,3,2021-03-07
"European Union",42118901,9,2021-03-07
France,6066954,3,2021-03-07
Germany,7884623,5,2021-03-07
"Hong Kong",93000,2,2021-03-07
Argentina,1888525,6,2021-03-08
Chile,4995260,2,2021-03-08
Czechia,892207,4,2021-03-08
Ecuador,135112,3,2021-03-08
"European Union",42777128,9,2021-03-08
France,6224769,3,2021-03-08
Germany,8122986,5,2021-03-08
"Hong Kong",103825,2,2021-03-08
Ukraine,19118,1,2021-03-08
"United States",91969575,3,2021-03-08
Uruguay,100936,3,2021-03-08
Italy,5794881,4,2021-03-08
Japan,70796,1,2021-03-08
Latvia,85645,4,2021-03-08
Peru,482672,2,2021-03-08
Romania,1861820,3,2021-03-08
"South Korea",412136,5,2021-03-08
Switzerland,996520,3,2021-03-08
Italy,5990997,4,2021-03-09
Japan,107558,1,2021-03-09
Latvia,88027,3,2021-03-09
Peru,509800,2,2021-03-09
Romania,1910020,3,2021-03-09
"South Korea",476336,5,2021-03-09
Switzerland,1026985,3,2021-03-09
Argentina,2004299,6,2021-03-09
Chile,5371929,2,2021-03-09
Czechia,934963,4,2021-03-09
Ecuador,136816,3,2021-03-09
"European Union",43548705,9,2021-03-09
France,6453812,3,2021-03-09
Germany,8376057,5,2021-03-09
"Hong Kong",113501,2,2021-03-09
Ukraine,23480,1,2021-03-09
"United States",93572147,3,2021-03-09
Uruguay,122793,3,2021-03-09
Ukraine,29378,1,2021-03-10
"United States",95599716,3,2021-03-10
Uruguay,147987,3,2021-03-10
Italy,6207601,4,2021-03-10
Japan,148950,1,2021-03-10
Latvia,90552,3,2021-03-10
Peru,527797,2,2021-03-10
Romania,1961422,3,2021-03-10
"South Korea",531327,5,2021-03-10
Switzerland,1057220,3,2021-03-10
Argentina,2168232,6,2021-03-10
Chile,5773431,2,2021-03-10
Czechia,983259,4,2021-03-10
Ecuador,137601,3,2021-03-10
"European Union",44393619,9,2021-03-10
France,6689874,3,2021-03-10
Germany,8666082,5,2021-03-10
"Hong Kong",130523,2,2021-03-10
Argentina,2355014,6,2021-03-11
Chile,6190640,2,2021-03-11
Czechia,1036490,4,2021-03-11
Ecuador,172799,3,2021-03-11
"European Union",45315945,9,2021-03-11
France,6995676,3,2021-03-11
Germany,8951411,5,2021-03-11
"Hong Kong",145883,2,2021-03-11
Ukraine,38237,1,2021-03-11
"United States",98081045,3,2021-03-11
Uruguay,170413,3,2021-03-11
Italy,6432941,4,2021-03-11
Japan,181184,1,2021-03-11
Latvia,93265,3,2021-03-11
Peru,542258,2,2021-03-11
Romania,2011333,3,2021-03-11
"South Korea",576847,5,2021-03-11
Switzerland,1089443,3,2021-03-11
Hungary,1752261,5,2021-03-12
Ireland,644414,4,2021-03-12
Italy,6646285,4,2021-03-12
Japan,230542,1,2021-03-12
Latvia,98318,3,2021-03-12
Liechtenstein,3942,3,2021-03-12
Lithuania,354818,3,2021-03-12
Luxembourg,46858,3,2021-03-12
Malta,146266,4,2021-03-12
Netherlands,1961598,5,2021-03-12
Norway,732059,4,2021-03-12
Peru,568778,2,2021-03-12
Poland,4574029,4,2021-03-12
Portugal,1265094,6,2021-03-12
Romania,2060719,3,2021-03-12
Slovakia,652034,3,2021-03-12
Slovenia,254657,3,2021-03-12
"South Korea",616031,5,2021-03-12
Spain,5772327,4,2021-03-12
Sweden,1208440,4,2021-03-12
Switzerland,1117013,3,2021-03-12
Argentina,2516620,6,2021-03-12
Austria,1141003,5,2021-03-12
Belgium,1244481,5,2021-03-12
Bulgaria,338880,3,2021-03-12
Chile,6565152,2,2021-03-12
Croatia,365841,4,2021-03-12
Cyprus,120806,3,2021-03-12
Czechia,1083754,4,2021-03-12
Denmark,795294,4,2021-03-12
Ecuador,223571,3,2021-03-12
Estonia,195332,3,2021-03-12
"European Union",50064110,9,2021-03-12
Finland,717403,4,2021-03-12
France,7343865,3,2021-03-12
Germany,9279315,5,2021-03-12
"Hong Kong",162205,2,2021-03-12
Ukraine,47541,1,2021-03-12
"United States",101003704,3,2021-03-12
Uruguay,193148,3,2021-03-12
Ukraine,51137,1,2021-03-13
"United States",105577391,3,2021-03-13
Uruguay,203571,3,2021-03-13
Italy,6823938,4,2021-03-13
Latvia,99263,3,2021-03-13
Peru,604420,2,2021-03-13
Romania,2109441,3,2021-03-13
"South Korea",620388,5,2021-03-13
Switzerland,1123024,3,2021-03-13
Argentina,2562993,6,2021-03-13
Chile,6615638,2,2021-03-13
Czechia,1102177,4,2021-03-13
Ecuador,240343,3,2021-03-13
"European Union",50797808,9,2021-03-13
France,7590497,3,2021-03-13
Germany,9520638,5,2021-03-13
"Hong Kong",177086,2,2021-03-13
Argentina,2572161,6,2021-03-14
Chile,6622228,2,2021-03-14
Czechia,1115449,4,2021-03-14
Ecuador,241088,3,2021-03-14
"European Union",51197189,9,2021-03-14
France,7657244,3,2021-03-14
Germany,9691118,5,2021-03-14
"Hong Kong",190706,2,2021-03-14
Ukraine,53155,1,2021-03-14
"United States",106933869,3,2021-03-14
Uruguay,203589,3,2021-03-14
Italy,6930040,4,2021-03-14
Latvia,99354,5,2021-03-14
Peru,607846,2,2021-03-14
Romania,2152140,3,2021-03-14
"South Korea",621968,5,2021-03-14
Switzerland,1124452,3,2021-03-14
Italy,7105898,4,2021-03-15
Japan,290275,1,2021-03-15
Latvia,103148,4,2021-03-15
Peru,655810,2,2021-03-15
Romania,2201716,3,2021-03-15
"South Korea",635945,5,2021-03-15
Switzerland,1145574,3,2021-03-15
Argentina,2709711,6,2021-03-15
Chile,7052700,2,2021-03-15
Czechia,1152628,4,2021-03-15
Ecuador,252743,3,2021-03-15
"European Union",51903762,9,2021-03-15
France,7848390,3,2021-03-15
Germany,9940133,5,2021-03-15
"Hong Kong",206069,2,2021-03-15
Ukraine,62083,1,2021-03-15
"United States",108955309,3,2021-03-15
Uruguay,214880,3,2021-03-15
Ukraine,71923,1,2021-03-16
"United States",110610128,3,2021-03-16
Uruguay,221569,3,2021-03-16
Italy,7246799,4,2021-03-16
Japan,359191,1,2021-03-16
Latvia,103374,4,2021-03-16
Peru,703416,2,2021-03-16
Romania,2261700,3,2021-03-16
"South Korea",656330,5,2021-03-16
Switzerland,1174350,3,2021-03-16
Argentina,2843390,6,2021-03-16
Chile,7463108,2,2021-03-16
Czechia,1202061,4,2021-03-16
Ecuador,260745,3,2021-03-16
"European Union",52514881,9,2021-03-16
France,8029400,3,2021-03-16
Germany,10119700,5,2021-03-16
"Hong Kong",229396,2,2021-03-16
Argentina,2982915,6,2021-03-17
Chile,7830550,2,2021-03-17
Czechia,1250034,3,2021-03-17
Ecuador,266917,3,2021-03-17
"European Union",53178771,9,2021-03-17
France,8218524,3,2021-03-17
Germany,10325604,5,2021-03-17
"Hong Kong",253996,2,2021-03-17
Ukraine,81755,1,2021-03-17
"United States",112908344,3,2021-03-17
Uruguay,229483,3,2021-03-17
Italy,7413175,4,2021-03-17
Japan,437485,1,2021-03-17
Latvia,103562,3,2021-03-17
Peru,750284,2,2021-03-17
Romania,2315981,3,2021-03-17
"South Korea",677681,5,2021-03-17
Switzerland,1205847,3,2021-03-17
Italy,7577403,4,2021-03-18
Japan,508702,1,2021-03-18
Latvia,103879,4,2021-03-18
Peru,793131,2,2021-03-18
Romania,2367906,3,2021-03-18
"South Korea",698554,5,2021-03-18
Switzerland,1239146,3,2021-03-18
Argentina,3121825,6,2021-03-18
Chile,8165684,2,2021-03-18
Czechia,1300494,4,2021-03-18
Ecuador,275562,3,2021-03-18
"European Union",53852097,9,2021-03-18
France,8430882,3,2021-03-18
Germany,10519686,5,2021-03-18
"Hong Kong",276623,2,2021-03-18
Ukraine,92714,1,2021-03-18
"United States",115599213,3,2021-03-18
Uruguay,266020,3,2021-03-18
Ukraine,104342,1,2021-03-19
"United States",118181713,3,2021-03-19
Uruguay,302368,3,2021-03-19
Hungary,2080904,5,2021-03-19
Ireland,711959,4,2021-03-19
Italy,7754187,4,2021-03-19
Japan,578835,1,2021-03-19
Latvia,104656,3,2021-03-19
Liechtenstein,4577,3,2021-03-19
Lithuania,402145,3,2021-03-19
Luxembourg,61785,3,2021-03-19
Malta,173410,4,2021-03-19
Netherlands,2175990,5,2021-03-19
Norway,797433,4,2021-03-19
Peru,834636,2,2021-03-19
Poland,5067911,4,2021-03-19
Portugal,1459967,7,2021-03-19
Romania,2417767,3,2021-03-19
Slovakia,784305,3,2021-03-19
Slovenia,284500,3,2021-03-19
"South Korea",717047,5,2021-03-19
Spain,6466269,4,2021-03-19
Sweden,1377947,4,2021-03-19
Switzerland,1266993,3,2021-03-19
Argentina,3247967,6,2021-03-19
Austria,1380289,5,2021-03-19
Belgium,1538464,5,2021-03-19
Bulgaria,368906,3,2021-03-19
Chile,8460415,2,2021-03-19
Croatia,433745,4,2021-03-19
Cyprus,128675,3,2021-03-19
Czechia,1348629,4,2021-03-19
Denmark,899424,4,2021-03-19
Ecuador,284270,3,2021-03-19
Estonia,229691,3,2021-03-19
"European Union",57960552,9,2021-03-19
Finland,845106,4,2021-03-19
France,8698218,3,2021-03-19
Germany,10765680,5,2021-03-19
"Hong Kong",304227,2,2021-03-19
Argentina,3298824,6,2021-03-20
Chile,8494626,2,2021-03-20
Czechia,1365835,4,2021-03-20
Ecuador,293239,3,2021-03-20
"European Union",58604811,9,2021-03-20
France,8876589,3,2021-03-20
Germany,10986587,5,2021-03-20
"Hong Kong",330595,2,2021-03-20
Ukraine,108310,1,2021-03-20
"United States",121307891,3,2021-03-20
Uruguay,314885,3,2021-03-20
Italy,7930626,4,2021-03-20
Latvia,105088,3,2021-03-20
Peru,859200,2,2021-03-20
Romania,2468671,3,2021-03-20
"South Korea",719357,5,2021-03-20
Switzerland,1273195,3,2021-03-20
Italy,8061406,4,2021-03-21
Latvia,105142,4,2021-03-21
Peru,860916,2,2021-03-21
Romania,2513088,3,2021-03-21
"South Korea",720246,5,2021-03-21
Switzerland,1274537,3,2021-03-21
Argentina,3318448,6,2021-03-21
Chile,8498650,2,2021-03-21
Czechia,1374838,4,2021-03-21
Ecuador,295201,3,2021-03-21
"European Union",59006508,9,2021-03-21
France,8929099,3,2021-03-21
Germany,11151528,5,2021-03-21
"Hong Kong",354416,2,2021-03-21
Ukraine,111025,1,2021-03-21
"United States",124346872,3,2021-03-21
Uruguay,314908,3,2021-03-21
Ukraine,121929,1,2021-03-22
"United States",126375061,3,2021-03-22
Uruguay,353658,3,2021-03-22
Italy,8258011,3,2021-03-22
Japan,652698,1,2021-03-22
Latvia,107876,4,2021-03-22
Peru,878376,2,2021-03-22
Romania,2560284,3,2021-03-22
"South Korea",725238,5,2021-03-22
Switzerland,1299432,3,2021-03-22
Argentina,3401463,6,2021-03-22
Chile,8767520,2,2021-03-22
Czechia,1411918,4,2021-03-22
Ecuador,337625,3,2021-03-22
"European Union",59764418,9,2021-03-22
France,9133233,3,2021-03-22
Germany,11421529,5,2021-03-22
"Hong Kong",379671,2,2021-03-22
Argentina,3507886,6,2021-03-23
Chile,9008536,2,2021-03-23
Czechia,1451956,4,2021-03-23
Ecuador,361050,3,2021-03-23
"European Union",60689931,9,2021-03-23
France,9425921,3,2021-03-23
Germany,11723432,5,2021-03-23
"Hong Kong",403504,2,2021-03-23
Ukraine,137026,1,2021-03-23
"United States",128082104,3,2021-03-23
Uruguay,390108,3,2021-03-23
Italy,8485371,4,2021-03-23
Japan,699126,1,2021-03-23
Latvia,113502,4,2021-03-23
Peru,903316,2,2021-03-23
Romania,2618346,3,2021-03-23
"South Korea",747381,5,2021-03-23
Switzerland,1331883,3,2021-03-23
Italy,8743766,4,2021-03-24
Japan,741180,1,2021-03-24
Latvia,119739,3,2021-03-24
Peru,925434,2,2021-03-24
Romania,2677454,3,2021-03-24
"South Korea",777840,5,2021-03-24
Switzerland,1367055,3,2021-03-24
Argentina,3545338,6,2021-03-24
Chile,9227705,2,2021-03-24
Czechia,1494593,4,2021-03-24
Ecuador,370634,3,2021-03-24
"European Union",61697626,9,2021-03-24
France,9726566,3,2021-03-24
Germany,12064089,5,2021-03-24
"Hong Kong",413279,2,2021-03-24
Ukraine,155587,1,2021-03-24
"United States",130337313,3,2021-03-24
Uruguay,425509,3,2021-03-24
Ukraine,174325,1,2021-03-25
"United States",133167198,3,2021-03-25
Uruguay,469017,3,2021-03-25
Italy,9015639,4,2021-03-25
Japan,775122,1,2021-03-25
Latvia,125188,3,2021-03-25
Peru,943201,2,2021-03-25
Romania,2736340,3,2021-03-25
"South Korea",812481,5,2021-03-25
Switzerland,1406138,3,2021-03-25
Argentina,3648499,6,2021-03-25
Chile,9440510,2,2021-03-25
Czechia,1538806,4,2021-03-25
Ecuador,391970,3,2021-03-25
"European Union",62798639,9,2021-03-25
France,10112989,3,2021-03-25
Germany,12398258,5,2021-03-25
"Hong Kong",421499,2,2021-03-25
Argentina,3742033,6,2021-03-26
Austria,1629881,5,2021-03-26
Belgium,1858131,5,2021-03-26
Bulgaria,436543,3,2021-03-26
Chile,9658312,2,2021-03-26
Croatia,497391,4,2021-03-26
Cyprus,144823,3,2021-03-26
Czechia,1581163,4,2021-03-26
Denmark,1002276,4,2021-03-26
Ecuador,416617,3,2021-03-26
Estonia,261070,3,2021-03-26
"European Union",68750591,9,2021-03-26
Finland,955791,4,2021-03-26
France,10513581,3,2021-03-26
Germany,12773764,5,2021-03-26
"Hong Kong",435216,2,2021-03-26
Ukraine,192264,1,2021-03-26
"United States",136545199,3,2021-03-26
Uruguay,510214,3,2021-03-26
Hungary,2615330,5,2021-03-26
Ireland,844260,4,2021-03-26
Italy,9288547,4,2021-03-26
Japan,822869,1,2021-03-26
Latvia,129238,3,2021-03-26
Liechtenstein,5728,3,2021-03-26
Lithuania,477759,3,2021-03-26
Luxembourg,73369,3,2021-03-26
Malta,201860,3,2021-03-26
Netherlands,2474000,5,2021-03-26
Norway,919901,4,2021-03-26
Peru,964601,2,2021-03-26
Poland,5939199,4,2021-03-26
Portugal,1742433,7,2021-03-26
Romania,2791471,3,2021-03-26
Slovakia,915584,3,2021-03-26
Slovenia,338175,3,2021-03-26
"South Korea",839459,5,2021-03-26
Spain,7693327,4,2021-03-26
Sweden,1571591,4,2021-03-26
Switzerland,1442316,3,2021-03-26
Italy,9530125,4,2021-03-27
Latvia,129848,3,2021-03-27
Peru,979002,2,2021-03-27
Romania,2850018,3,2021-03-27
"South Korea",841747,5,2021-03-27
Switzerland,1452386,3,2021-03-27
Argentina,3797100,6,2021-03-27
Chile,9674013,2,2021-03-27
Czechia,1594467,4,2021-03-27
Ecuador,423066,3,2021-03-27
"European Union",69558803,9,2021-03-27
France,10725449,3,2021-03-27
Germany,13056069,5,2021-03-27
"Hong Kong",449256,2,2021-03-27
