country;Somme_vaccinated;Moyenne_vaccinated;date_vaccination;Max_vaccinated;Min_vaccinated;Nombre_vaccin_utilisé
United States;29476957;14738478.5000;30/01/2021;15977015;13499942;2
Argentina;389100;97275.0000;30/01/2021;389003;2;4
Chile;67449;67449.0000;30/01/2021;67449;67449;1
Czechia;279632;139816.0000;30/01/2021;272214;7418;2
Ecuador;7091;3545.5000;30/01/2021;7090;1;2
European Union;13149927;1461103.0000;30/01/2021;12943851;0;9
France;1719270;859635.0000;30/01/2021;1671950;47320;2
Germany;2488951;497790.2000;30/01/2021;2448720;0;5
Argentina;389724;97431.0000;31/01/2021;389626;2;4
Chile;67450;67450.0000;31/01/2021;67450;67450;1
Czechia;281532;140766.0000;31/01/2021;274109;7423;2
Ecuador;7133;3566.5000;31/01/2021;7132;1;2
European Union;13295369;1477263.2222;31/01/2021;13088634;0;9
France;1726195;863097.5000;31/01/2021;1678829;47366;2
Germany;2546191;509238.2000;31/01/2021;2505569;0;5
Italy;2044734;681578.0000;31/01/2021;2021068;11;3
Latvia;24218;8072.6667;31/01/2021;22921;36;3
Romania;691075;691075.0000;31/01/2021;691075;691075;1
Switzerland;321371;107123.6667;31/01/2021;203805;1;3
United States;31022005;15511002.5000;31/01/2021;16775916;14246089;2
Switzerland;337653;112551.0000;01/02/2021;210837;1;3
United States;32121007;16060503.5000;01/02/2021;17364398;14756609;2
Argentina;409245;102311.2500;01/02/2021;409129;2;4
Chile;67451;67451.0000;01/02/2021;67451;67451;1
Czechia;293483;146741.5000;01/02/2021;285796;7687;2
Ecuador;8521;4260.5000;01/02/2021;8520;1;2
European Union;13619184;1513242.6667;01/02/2021;13405930;0;9
France;1800382;900191.0000;01/02/2021;1749615;50767;2
Germany;2666647;533329.4000;01/02/2021;2623744;0;5
Italy;2130987;710329.0000;01/02/2021;2106754;12;3
Latvia;25417;8472.3333;01/02/2021;24114;38;3
Romania;720844;720844.0000;01/02/2021;720844;720844;1
Italy;2219634;554908.5000;02/02/2021;2194206;19;4
Latvia;27247;9082.3333;02/02/2021;25819;40;3
Romania;748392;748392.0000;02/02/2021;748392;748392;1
Switzerland;357191;119063.6667;02/02/2021;219492;1;3
United States;32679431;16339715.5000;02/02/2021;17672866;15006565;2
Argentina;433116;108279.0000;02/02/2021;432967;2;4
Chile;80648;40324.0000;02/02/2021;67459;13189;2
Czechia;307876;153938.0000;02/02/2021;299857;8019;2
Ecuador;9722;4861.0000;02/02/2021;9721;1;2
European Union;13991338;1554593.1111;02/02/2021;13768790;0;9
France;1907258;953629.0000;02/02/2021;1851998;55260;2
Germany;2799525;559905.0000;02/02/2021;2753455;0;5
Argentina;459724;114931.0000;03/02/2021;459564;2;4
Chile;251043;125521.5000;03/02/2021;183581;67462;2
Czechia;323325;161662.5000;03/02/2021;314561;8764;2
Ecuador;12358;6179.0000;03/02/2021;12357;1;2
European Union;14404615;1600512.7778;03/02/2021;14168030;0;9
France;2016581;1008290.5000;03/02/2021;1956102;60479;2
Germany;2962631;592526.2000;03/02/2021;2910133;0;5
Italy;2319907;773302.3333;03/02/2021;2293076;39;3
Latvia;28844;14422.0000;03/02/2021;27233;1611;2
Romania;771862;771862.0000;03/02/2021;771862;771862;1
Switzerland;376474;125491.3333;03/02/2021;227467;1;3
United States;33776392;16888196.0000;03/02/2021;18209204;15567188;2
Switzerland;397119;132373.0000;04/02/2021;237713;1;3
United States;35101411;17550705.5000;04/02/2021;18841309;16260102;2
Argentina;487837;121959.2500;04/02/2021;487649;2;4
Chile;427210;213605.0000;04/02/2021;357618;69592;2
Czechia;341226;170613.0000;04/02/2021;331316;9910;2
Ecuador;12467;4155.6667;04/02/2021;12465;1;3
European Union;14822458;1646939.7778;04/02/2021;14565634;0;9
France;2148748;1074374.0000;04/02/2021;2083337;65411;2
Germany;3097265;619453.0000;04/02/2021;3038858;0;5
Italy;2428957;607239.2500;04/02/2021;2400410;24;4
Latvia;30361;15180.5000;04/02/2021;28638;1723;2
Romania;794455;397227.5000;04/02/2021;788012;6443;2
Hungary;396773;99193.2500;05/02/2021;382360;0;4
Ireland;259243;64810.7500;05/02/2021;257083;2;4
Italy;2537168;845722.6667;05/02/2021;2505329;44;3
Latvia;32082;8020.5000;05/02/2021;30221;4;4
Liechtenstein;923;307.6667;05/02/2021;512;0;3
Lithuania;124798;62399.0000;05/02/2021;120744;4054;2
Luxembourg;12603;4201.0000;05/02/2021;11762;0;3
Malta;39457;13152.3333;05/02/2021;39386;23;3
Netherlands;571197;114239.4000;05/02/2021;556324;0;5
Norway;231227;77075.6667;05/02/2021;228478;199;3
Poland;1700007;425001.7500;05/02/2021;1690913;1;4
Portugal;444276;74046.0000;05/02/2021;431714;36;6
Romania;821212;410606.0000;05/02/2021;806268;14944;2
Slovakia;217159;72386.3333;05/02/2021;215497;0;3
Slovenia;97356;48678.0000;05/02/2021;96460;896;2
Spain;2165433;541358.2500;05/02/2021;2115562;0;4
Sweden;397148;99287.0000;05/02/2021;384920;0;4
Switzerland;416634;138878.0000;05/02/2021;247922;1;3
United States;36716509;18358254.5000;05/02/2021;19582865;17133644;2
Argentina;520859;104171.8000;05/02/2021;520656;2;5
Austria;362885;72577.0000;05/02/2021;356821;0;5
Belgium;483562;96712.4000;05/02/2021;467373;0;5
Bulgaria;57038;19012.6667;05/02/2021;54821;10;3
Chile;596730;298365.0000;05/02/2021;526448;70282;2
Croatia;109486;27371.5000;05/02/2021;106134;2;4
Cyprus;29644;29644.0000;05/02/2021;29644;29644;1
Czechia;357376;178688.0000;05/02/2021;346269;11107;2
Denmark;305671;76417.7500;05/02/2021;299917;7;4
Ecuador;12470;4156.6667;05/02/2021;12468;1;3
Estonia;54751;27375.5000;05/02/2021;53405;1346;2
European Union;17317366;1924151.7778;05/02/2021;16959980;0;9
Finland;233336;58334.0000;05/02/2021;228922;0;4
France;2262386;1131193.0000;05/02/2021;2192153;70233;2
Germany;3244872;648974.4000;05/02/2021;3179978;0;5
Argentina;531783;106356.6000;06/02/2021;531576;2;5
Chile;624590;312295.0000;06/02/2021;554302;70288;2
Czechia;360600;120200.0000;06/02/2021;349221;7;3
Ecuador;12471;4157.0000;06/02/2021;12469;1;3
European Union;17546641;1949626.7778;06/02/2021;17172293;0;9
France;2295999;765333.0000;06/02/2021;2222016;1704;3
Germany;3339088;667817.6000;06/02/2021;3271553;0;5
Italy;2615531;871843.6667;06/02/2021;2581563;25;3
Latvia;32657;10885.6667;06/02/2021;30793;49;3
Romania;840472;420236.0000;06/02/2021;817385;23087;2
Switzerland;419987;139995.6667;06/02/2021;250074;1;3
United States;38934727;19467363.5000;06/02/2021;20598212;18336515;2
Switzerland;421182;140394.0000;07/02/2021;250692;1;3
United States;41107282;20553641.0000;07/02/2021;21622193;19485089;2
Argentina;533166;106633.2000;07/02/2021;532955;2;5
Chile;633232;316616.0000;07/02/2021;562941;70291;2
Czechia;363952;121317.3333;07/02/2021;352307;8;3
Ecuador;12471;4157.0000;07/02/2021;12469;1;3
European Union;17671867;1963540.7778;07/02/2021;17284518;0;9
France;2306227;768742.3333;07/02/2021;2230722;3125;3
Germany;3392673;678534.6000;07/02/2021;3322792;0;5
Italy;2657968;885989.3333;07/02/2021;2623057;49;3
Latvia;30978;10326.0000;07/02/2021;30922;4;3
Romania;855982;427991.0000;07/02/2021;824956;31026;2
Italy;2725248;681312.0000;08/02/2021;2687607;27;4
Latvia;33211;11070.3333;08/02/2021;31295;56;3
Peru;9;9.0000;08/02/2021;9;9;1
Romania;891008;445504.0000;08/02/2021;855554;35454;2
Switzerland;439713;146571.0000;08/02/2021;261208;1;3
United States;42313789;21156894.5000;08/02/2021;22247484;20066305;2
Argentina;556582;111316.4000;08/02/2021;556368;2;5
Chile;866538;433269.0000;08/02/2021;784441;82097;2
Czechia;379477;126492.3333;08/02/2021;366907;15;3
Ecuador;12473;4157.6667;08/02/2021;12471;1;3
European Union;17992517;1999168.5556;08/02/2021;17582844;0;9
France;2399129;799709.6667;08/02/2021;2313280;5904;3
Germany;3502193;700438.6000;08/02/2021;3428439;0;5
Argentina;576778;115355.6000;09/02/2021;576556;2;5
Chile;1128452;564226.0000;09/02/2021;1026869;101583;2
Czechia;396501;132167.0000;09/02/2021;382263;17;3
Ecuador;12473;4157.6667;09/02/2021;12471;1;3
European Union;18389083;2043231.4444;09/02/2021;17950349;0;9
France;2537618;845872.6667;09/02/2021;2436546;12684;3
Germany;3636958;727391.6000;09/02/2021;3559570;0;5
Italy;2792508;930836.0000;09/02/2021;2751350;74;3
Latvia;33405;11135.0000;09/02/2021;31442;78;3
Peru;3762;3762.0000;09/02/2021;3762;3762;1
Romania;929815;464907.5000;09/02/2021;889416;40399;2
Switzerland;465174;155058.0000;09/02/2021;276174;1;3
United States;43102171;21551085.5000;09/02/2021;22685406;20416765;2
Switzerland;491933;163977.6667;10/02/2021;291381;1;3
United States;44665289;22332644.5000;10/02/2021;23475749;21189540;2
Argentina;592397;118479.4000;10/02/2021;592167;2;5
Chile;1409267;704633.5000;10/02/2021;1299227;110040;2
Czechia;415281;138427.0000;10/02/2021;399275;22;3
Ecuador;12478;4159.3333;10/02/2021;12476;1;3
European Union;18825972;2091774.6667;10/02/2021;18346161;0;9
France;2685344;895114.6667;10/02/2021;2565280;22285;3
Germany;3792520;758504.0000;10/02/2021;3702433;0;5
Italy;2865862;955287.3333;10/02/2021;2821688;77;3
Latvia;34060;11353.3333;10/02/2021;31544;498;3
Peru;20365;20365.0000;10/02/2021;20365;20365;1
Romania;970627;485313.5000;10/02/2021;926179;44448;2
Italy;2941189;980396.3333;11/02/2021;2890599;2981;3
Latvia;35865;11955.0000;11/02/2021;31859;1596;3
Peru;54489;54489.0000;11/02/2021;54489;54489;1
Romania;1009081;504540.5000;11/02/2021;961312;47769;2
Switzerland;519433;173144.3333;11/02/2021;307181;1;3
United States;46284956;23142478.0000;11/02/2021;24246868;22038088;2
Argentina;610246;122049.2000;11/02/2021;610007;2;5
Chile;1663572;831786.0000;11/02/2021;1550455;113117;2
Czechia;437844;145948.0000;11/02/2021;418209;257;3
Ecuador;14004;4668.0000;11/02/2021;13999;1;3
European Union;19295170;2143907.7778;11/02/2021;18752707;0;9
France;2871655;957218.3333;11/02/2021;2727637;35891;3
Germany;3937258;787451.6000;11/02/2021;3823329;0;5
Argentina;626074;125214.8000;12/02/2021;625833;2;5
Austria;480183;96036.6000;12/02/2021;459165;0;5
Belgium;630671;126134.2000;12/02/2021;604353;0;5
Bulgaria;75388;25129.3333;12/02/2021;70020;2035;3
Chile;1893072;946536.0000;12/02/2021;1779595;113477;2
Croatia;138854;46284.6667;12/02/2021;127184;3229;3
Cyprus;41313;13771.0000;12/02/2021;40308;421;3
Czechia;459423;153141.0000;12/02/2021;437069;669;3
Denmark;370075;123358.3333;12/02/2021;341991;11785;3
Ecuador;14423;4807.6667;12/02/2021;14418;1;3
Estonia;69992;23330.6667;12/02/2021;67892;0;3
European Union;21889883;2432209.2222;12/02/2021;20978805;0;9
Finland;290147;72536.7500;12/02/2021;280297;0;4
France;3025252;1008417.3333;12/02/2021;2857549;49284;3
Germany;4093521;818704.2000;12/02/2021;3955779;0;5
Hungary;479842;119960.5000;12/02/2021;439830;2385;4
Ireland;292459;73114.7500;12/02/2021;270729;3;4
Italy;3015735;1005245.0000;12/02/2021;2956032;7740;3
Latvia;37618;12539.3333;12/02/2021;32091;2758;3
Liechtenstein;1259;419.6667;12/02/2021;802;0;3
Lithuania;153164;51054.6667;12/02/2021;139606;5753;3
Luxembourg;16070;5356.6667;12/02/2021;13905;1033;3
Malta;50564;16854.6667;12/02/2021;49952;181;3
Netherlands;788020;157604.0000;12/02/2021;766269;0;5
Norway;317419;105806.3333;12/02/2021;304364;322;3
Peru;86863;86863.0000;12/02/2021;86863;86863;1
Poland;2177192;544298.0000;12/02/2021;2132853;1;4
Portugal;585654;97609.0000;12/02/2021;559989;43;6
Romania;1048456;524228.0000;12/02/2021;997068;51388;2
Slovakia;299239;99746.3333;12/02/2021;279937;6488;3
Slovenia;118449;39483.0000;12/02/2021;112647;2167;3
Spain;2644545;661136.2500;12/02/2021;2510559;0;4
Sweden;508013;127003.2500;12/02/2021;475731;0;4
Switzerland;545829;181943.0000;12/02/2021;320004;1;3
United States;48304343;24152171.5000;12/02/2021;25192628;23111715;2
Switzerland;552773;184257.6667;13/02/2021;321785;1;3
United States;50535032;25267516.0000;13/02/2021;26237417;24297615;2
Argentina;629111;125822.2000;13/02/2021;628866;2;5
Chile;1922637;961318.5000;13/02/2021;1809127;113510;2
Czechia;464029;154676.3333;13/02/2021;440727;1114;3
Ecuador;14464;4821.3333;13/02/2021;14459;1;3
European Union;22132896;2459210.6667;13/02/2021;21184052;0;9
France;3067123;1022374.3333;13/02/2021;2892300;53062;3
Germany;4201408;840281.6000;13/02/2021;4046975;0;5
Italy;3068675;1022891.6667;13/02/2021;2999713;13050;3
Latvia;38028;12676.0000;13/02/2021;32220;2808;3
Peru;105735;105735.0000;13/02/2021;105735;105735;1
Romania;1083755;541877.5000;13/02/2021;1028900;54855;2
Italy;3098707;1032902.3333;14/02/2021;3021057;20210;3
Latvia;38067;7613.4000;14/02/2021;32226;5;5
Peru;111018;111018.0000;14/02/2021;111018;111018;1
Romania;1113634;556817.0000;14/02/2021;1055753;57881;2
Switzerland;554119;184706.3333;14/02/2021;322401;1;3
United States;52777110;26388555.0000;14/02/2021;27271797;25505313;2
Argentina;629263;125852.6000;14/02/2021;629016;2;5
Chile;1927105;963552.5000;14/02/2021;1813595;113510;2
Czechia;466421;155473.6667;14/02/2021;442663;1319;3
Ecuador;14464;4821.3333;14/02/2021;14459;1;3
European Union;22273014;2474779.3333;14/02/2021;21300863;0;9
France;3079431;1026477.0000;14/02/2021;2903285;54034;3
Germany;4266884;853376.8000;14/02/2021;4102662;0;5
Argentina;630578;126115.6000;15/02/2021;630329;2;5
Chile;2193008;1096504.0000;15/02/2021;2079494;113514;2
Czechia;482192;160730.6667;15/02/2021;456259;2072;3
Ecuador;14465;4821.6667;15/02/2021;14459;1;3
European Union;22630366;2514485.1111;15/02/2021;21596240;0;9
France;3194092;1064697.3333;15/02/2021;3000943;64509;3
Germany;4392758;878551.6000;15/02/2021;4207650;0;5
Italy;3161729;1053909.6667;15/02/2021;3072870;27142;3
Latvia;38949;9737.2500;15/02/2021;32258;6;4
Peru;122499;122499.0000;15/02/2021;122499;122499;1
Romania;1150771;383590.3333;15/02/2021;1083043;6812;3
Switzerland;573050;191016.6667;15/02/2021;331869;1;3
Switzerland;598059;199353.0000;16/02/2021;343619;1;3
United States;55112793;27556396.5000;16/02/2021;28374410;26738383;2
Argentina;631889;126377.8000;16/02/2021;631626;2;5
Chile;2413110;1206555.0000;16/02/2021;2299582;113528;2
Czechia;499995;166665.0000;16/02/2021;470398;3252;3
Ecuador;14465;4821.6667;16/02/2021;14459;1;3
European Union;23044891;2560543.4444;16/02/2021;21932162;0;9
France;3345043;1115014.3333;16/02/2021;3130366;77050;3
Germany;4527716;905543.2000;16/02/2021;4316682;0;5
Italy;3233233;1077744.3333;16/02/2021;3128115;36494;3
Latvia;40350;13450.0000;16/02/2021;32286;3204;3
Peru;130005;130005.0000;16/02/2021;130005;130005;1
Romania;1188673;396224.3333;16/02/2021;1111098;13624;3
Italy;3313988;1104662.6667;17/02/2021;3188165;49321;3
Japan;125;125.0000;17/02/2021;125;125;1
Latvia;42374;14124.6667;17/02/2021;32455;3335;3
Peru;133950;133950.0000;17/02/2021;133950;133950;1
Romania;1231992;410664.0000;17/02/2021;1139713;22956;3
Switzerland;622247;207415.6667;17/02/2021;355094;1;3
United States;56173731;28086865.5000;17/02/2021;28886690;27287041;2
Argentina;656276;131255.2000;17/02/2021;655999;2;5
Chile;2601161;1300580.5000;17/02/2021;2487633;113528;2
Czechia;518009;172669.6667;17/02/2021;483600;5310;3
Ecuador;14542;4847.3333;17/02/2021;14536;1;3
European Union;23494557;2610506.3333;17/02/2021;22290896;0;9
France;3498652;1166217.3333;17/02/2021;3264168;88197;3
Germany;4679661;935932.2000;17/02/2021;4439578;0;5
Argentina;720083;144016.6000;18/02/2021;719771;2;5
Chile;2756453;1378226.5000;18/02/2021;2642922;113531;2
Czechia;538426;179475.3333;18/02/2021;499638;7328;3
Ecuador;38171;12723.6667;18/02/2021;38165;1;3
European Union;23980562;2664506.8889;18/02/2021;22677136;0;9
France;3686995;1228998.3333;18/02/2021;3427081;103130;3
Germany;4824881;964976.2000;18/02/2021;4552474;0;5
Italy;3404625;1134875.0000;18/02/2021;3253956;66906;3
Japan;611;611.0000;18/02/2021;611;611;1
Latvia;43942;14647.3333;18/02/2021;32523;3575;3
Peru;141356;141356.0000;18/02/2021;141356;141356;1
Romania;1271812;423937.3333;18/02/2021;1168247;31858;3
Switzerland;650876;216958.6667;18/02/2021;368902;1;3
United States;57629040;28814520.0000;18/02/2021;29585627;28043413;2
Spain;3168434;792108.5000;19/02/2021;2895737;0;4
Sweden;656489;164122.2500;19/02/2021;580756;0;4
Switzerland;675438;225146.0000;19/02/2021;381175;1;3
United States;59475583;29737791.5000;19/02/2021;30431247;29044336;2
Argentina;787950;157590.0000;19/02/2021;787456;2;5
Austria;583549;116709.8000;19/02/2021;525455;0;5
Belgium;748089;149617.8000;19/02/2021;706188;0;5
Bulgaria;119353;39784.3333;19/02/2021;83960;6446;3
Chile;2898605;1449302.5000;19/02/2021;2785073;113532;2
Croatia;180355;45088.7500;19/02/2021;147490;4;4
Cyprus;55443;18481.0000;19/02/2021;48576;741;3
Czechia;557667;185889.0000;19/02/2021;515724;9072;3
Denmark;457366;152455.3333;19/02/2021;403216;13653;3
Ecuador;43474;14491.3333;19/02/2021;43468;1;3
Estonia;90761;30253.6667;19/02/2021;80140;2583;3
European Union;27057631;3006403.4444;19/02/2021;24890328;0;9
Finland;375167;93791.7500;19/02/2021;340352;0;4
France;3842773;1280924.3333;19/02/2021;3558843;117488;3
Germany;4983990;996798.0000;19/02/2021;4673879;0;5
Hungary;661033;132206.6000;19/02/2021;577726;0;5
Ireland;378256;94564.0000;19/02/2021;334697;8;4
Italy;3498312;1166104.0000;19/02/2021;3320747;86348;3
Japan;5039;5039.0000;19/02/2021;5039;5039;1
Latvia;45330;15110.0000;19/02/2021;32586;3785;3
Liechtenstein;1952;650.6667;19/02/2021;1035;0;3
Lithuania;189359;63119.6667;19/02/2021;164764;9374;3
Luxembourg;22091;7363.6667;19/02/2021;17339;1323;3
Malta;66496;22165.3333;19/02/2021;61430;950;3
Netherlands;1037789;207557.8000;19/02/2021;931440;0;5
Norway;407604;135868.0000;19/02/2021;372399;15086;3
Peru;171892;171892.0000;19/02/2021;171892;171892;1
Poland;2774687;693671.7500;19/02/2021;2573827;1;4
Portugal;740636;105805.1429;19/02/2021;660791;1;7
Romania;1309940;436646.6667;19/02/2021;1196266;41296;3
Slovakia;371597;123865.6667;19/02/2021;326229;18207;3
Slovenia;142624;47541.3333;19/02/2021;132170;4331;3
Italy;3576915;1192305.0000;20/02/2021;3373589;97686;3
Latvia;46092;15364.0000;20/02/2021;32594;3806;3
Peru;198011;198011.0000;20/02/2021;198011;198011;1
Romania;1342864;447621.3333;20/02/2021;1219748;50440;3
Switzerland;682700;227566.6667;20/02/2021;383736;1;3
United States;61179554;30589777.0000;20/02/2021;31270062;29909492;2
Argentina;820564;164112.8000;20/02/2021;819921;2;5
Chile;2908246;1454123.0000;20/02/2021;2794712;113534;2
Czechia;560863;186954.3333;20/02/2021;518225;9758;3
Ecuador;43475;14491.6667;20/02/2021;43469;1;3
European Union;27332696;3036966.2222;20/02/2021;25096194;0;9
France;3889796;1296598.6667;20/02/2021;3599165;120817;3
Germany;5096547;1019309.4000;20/02/2021;4760590;0;5
Argentina;840738;168147.6000;21/02/2021;839697;2;5
Chile;2909408;1454704.0000;21/02/2021;2795874;113534;2
Czechia;563026;187675.3333;21/02/2021;520018;10026;3
Ecuador;45352;15117.3333;21/02/2021;45346;1;3
European Union;27510619;3056735.4444;21/02/2021;25227912;0;9
France;3899488;1299829.3333;21/02/2021;3607915;121434;3
Germany;5182595;1036519.0000;21/02/2021;4827171;0;5
Italy;3628172;1209390.6667;21/02/2021;3408655;103189;3
Latvia;46911;11727.7500;21/02/2021;32600;1;4
Peru;202569;202569.0000;21/02/2021;202569;202569;1
Romania;1370808;456936.0000;21/02/2021;1239270;58747;3
Switzerland;684359;228119.6667;21/02/2021;384586;1;3
United States;62980037;31490018.5000;21/02/2021;32232422;30747615;2
Switzerland;704391;234797.0000;22/02/2021;393577;1;3
United States;64066808;32033404.0000;22/02/2021;32853883;31212925;2
Argentina;908273;181654.6000;22/02/2021;884657;2;5
Chile;3017555;1508777.5000;22/02/2021;2891920;125635;2
Czechia;579192;193064.0000;22/02/2021;533565;11642;3
Ecuador;47115;15705.0000;22/02/2021;47106;1;3
European Union;27932009;3103556.5556;22/02/2021;25555752;0;9
France;4010103;1336701.0000;22/02/2021;3702039;130593;3
Germany;5339310;1067862.0000;22/02/2021;4950794;0;5
Hong Kong;47;47.0000;22/02/2021;47;47;1
Italy;3734400;1244800.0000;22/02/2021;3485226;109384;3
Japan;11934;11934.0000;22/02/2021;11934;11934;1
Latvia;48717;12179.2500;22/02/2021;32641;7;4
Peru;233040;233040.0000;22/02/2021;233040;233040;1
Romania;1400673;466891.0000;22/02/2021;1259204;68534;3
Hong Kong;579;579.0000;23/02/2021;579;579;1
Italy;3841438;1280479.3333;23/02/2021;3561968;114804;3
Latvia;51141;17047.0000;23/02/2021;32684;4281;3
Peru;260297;260297.0000;23/02/2021;260297;260297;1
Romania;1430017;476672.3333;23/02/2021;1278866;73010;3
Switzerland;730996;243665.3333;23/02/2021;404282;1;3
United States;64921191;32460595.5000;23/02/2021;33352170;31569021;2
Argentina;995195;199039.0000;23/02/2021;921408;2;5
Chile;3111818;1555909.0000;23/02/2021;2961335;150483;2
Czechia;599148;199716.0000;23/02/2021;549978;14390;3
Ecuador;47127;15709.0000;23/02/2021;47118;1;3
European Union;28399267;3155474.1111;23/02/2021;25920797;0;9
France;4147977;1382659.0000;23/02/2021;3819877;141988;3
Germany;5509925;1101985.0000;23/02/2021;5085141;0;5
Argentina;1088962;217792.4000;24/02/2021;953134;2;5
Chile;3198106;1599053.0000;24/02/2021;3019102;179004;2
Czechia;619075;206358.3333;24/02/2021;565620;17331;3
Ecuador;47576;15858.6667;24/02/2021;47567;1;3
European Union;28892738;3210304.2222;24/02/2021;26294234;0;9
France;4289019;1429673.0000;24/02/2021;3938154;156285;3
Germany;5687113;1137422.6000;24/02/2021;5217343;0;5
Italy;3964194;1321398.0000;24/02/2021;3650757;121307;3
Japan;17888;17888.0000;24/02/2021;17888;17888;1
Latvia;55482;18494.0000;24/02/2021;32731;4432;3
Peru;283187;283187.0000;24/02/2021;283187;283187;1
Romania;1458234;486078.0000;24/02/2021;1297346;73017;3
